报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20221231,--,17614537069.17,--,--,--,3063640901.94,3063640901.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2725041.89,--,229076772.13,--,164160705.66,--,7456227.16,234846.01,214634597.99,12855449702.49,--,34189185331.41,--,--,--,--,53801972.81,--,--,--,83814270.87,19354221.73,--,--,116059010.29,--,--,510290888.26,18974686.42,--,75568055.73,29963140808.95,--,30864142130.41,--,610065893.0,--,--,--,1190728158.44,--,26386937.22,125864280.6,1206501834.81,157012222.82,--,--,--,3316559326.89,8483874.11,3325043201.0,--,--,34189185331.41,20230311
20220930,--,18716077056.67,--,--,--,2616839866.74,2616839866.74,--,--,--,--,--,--,194000.0,--,--,--,--,--,--,--,--,3305705.6,--,233815491.03,--,160032670.06,--,4781356.01,12710146.1,125512121.54,14038160633.14,--,35947852456.36,--,--,--,--,82067110.12,--,--,--,61457233.68,18699797.78,--,--,169598036.61,--,--,503806958.92,11530381.56,1472341.3,21955262.62,31821432774.35,--,32727526784.38,--,610065893.0,--,--,--,1190694767.52,--,35243113.71,112007239.73,1121228112.9,141956902.98,--,--,--,3211196029.84,9129642.14,3220325671.98,--,--,35947852456.36,20221028
20220630,--,17216977525.95,--,--,--,2276654706.88,2276654706.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2973661.01,--,236010106.32,--,161583954.46,--,--,12830782.46,167469131.16,13712882465.18,--,33823084078.31,--,--,--,--,77362151.59,--,95000.0,--,34272930.88,17533968.91,--,--,186059210.76,--,--,298900000.0,11293450.71,--,52126579.08,29981689319.21,--,30694745693.14,--,610065893.0,--,--,--,1190694767.52,--,-283856.18,112007239.73,1065781091.11,140815271.65,--,--,--,3119080406.83,9257978.34,3128338385.17,--,--,33823084078.31,20220820
20220331,--,17425215965.97,--,--,--,1896666506.1,1896666506.1,--,--,--,--,--,--,27000.0,--,--,--,--,--,--,--,--,3215157.32,--,239846235.31,--,163315776.7,--,5703859.34,12951418.82,221422560.66,12074990498.38,--,32082716602.92,--,--,--,--,178272878.34,--,--,--,33376553.92,40362099.59,--,--,110386650.28,--,--,--,4438377.63,--,95999150.64,28508204261.09,--,29010066256.29,--,610065893.0,--,--,--,1190694767.52,--,-33384872.4,112007239.73,1043747507.88,140074536.4,--,--,--,3063205072.13,9445274.5,3072650346.63,--,--,32082716602.92,20220429
20211231,--,16582911168.64,--,--,--,1580210642.79,1580210642.79,--,--,--,--,--,--,80000.8,--,--,--,--,--,--,--,--,20170421.89,--,241534926.54,--,164929984.79,--,--,13072055.18,244538534.12,11175174243.73,--,30065138381.78,--,--,--,--,161552784.63,--,--,--,82939733.01,51450146.8,--,--,104322136.51,--,--,--,13584662.97,--,117011217.66,26437464230.89,--,27009717603.19,--,610065893.0,--,--,--,1190694767.52,--,-30879540.68,112007239.73,1016517411.93,139196657.26,--,--,--,3037602428.76,17818349.83,3055420778.59,--,--,30065138381.78,20220315
20210930,--,16097444238.88,--,--,--,1924645982.21,1912837974.63,--,--,11808007.58,--,--,--,--,--,--,--,--,14416039.36,--,--,--,22671774.12,--,32937439.75,170597765.06,171585328.13,--,6064713.04,332133.01,87554150.86,11994909237.22,--,30523158801.64,--,--,--,--,198468487.86,--,363990.76,--,68746523.75,41166673.23,--,--,90500544.72,--,--,--,3222351.78,--,6370221.81,27118630379.05,--,27527469172.96,--,610065893.0,--,--,--,1190694767.52,--,-10481907.84,82648458.54,995333344.76,108902150.24,--,--,--,2977162706.22,18526922.46,2995689628.68,--,--,30523158801.64,20211021
20210630,--,15055373118.45,--,--,--,1218876163.44,1206727629.82,--,--,12148533.62,--,--,--,--,--,--,--,--,14516305.97,--,--,--,22727820.12,--,26739419.66,162707556.68,172929717.11,--,2488941.86,351590.41,167835934.11,10773689670.94,--,27618236238.75,--,--,--,--,232823584.94,--,1079989.2,--,42790171.23,18366846.28,--,--,110244782.4,--,--,--,4062549.33,--,106169600.79,24190651834.78,--,24706189358.95,--,610065893.0,--,--,--,1190694767.52,--,-10267555.85,82648458.54,911937765.11,108204568.97,--,--,--,2893283897.29,18762982.51,2912046879.8,--,--,27618236238.75,20210817
20210331,--,12958147642.53,--,--,--,1560014350.21,1548384928.57,--,--,11629421.64,--,--,--,--,--,--,--,--,14594587.42,--,--,--,22945661.49,--,33984113.11,151818101.9,173786970.83,--,--,371047.81,67713333.67,9287650979.99,--,24271026788.96,--,--,--,--,418415787.63,--,1478985.2,--,26675060.38,11684647.32,--,--,79166163.59,--,--,--,5023214.22,--,--,20855885237.33,--,21398329095.67,--,610065893.0,--,--,--,1190642709.63,--,2507139.04,82648458.54,860691293.76,107676446.31,--,--,--,2854231940.28,18465753.01,2872697693.29,--,--,24271026788.96,20210428
20201231,--,11559097917.78,--,--,--,1535949861.14,1524036067.89,--,--,11913793.25,--,--,--,--,--,--,--,--,14543494.27,--,--,--,3452973.94,--,27336442.89,143578754.19,175261922.62,--,--,390505.21,123621085.72,8730679452.56,--,22313912410.32,--,--,--,--,400912339.77,--,527994.72,--,66902350.32,6739133.49,--,--,33978465.36,--,--,--,2099114.46,13325227.52,38874695.16,19274675912.66,--,19838035233.46,--,580000000.0,--,--,--,861458889.32,--,-1102191.0,82648458.54,826399273.2,107261459.78,--,--,--,2456665889.84,19211287.02,2475877176.86,--,--,22313912410.32,20210316
20200930,--,8966819470.3,--,--,--,1056182691.36,1045386450.1,--,--,10796241.26,--,--,--,27302330.0,--,--,--,--,4587166.67,--,--,--,3752969.41,--,26390117.28,117373325.59,181982659.81,5175415.97,8339566.32,409962.61,73101807.74,8647660263.08,--,19119077746.14,--,--,--,--,175511502.81,--,801991.98,--,37065715.12,5626107.35,--,--,--,--,--,--,10116550.24,12046250.03,--,16394483527.44,--,16635651644.97,--,580000000.0,--,--,--,861456960.89,--,32545779.12,72355209.32,820938070.01,96060246.72,--,--,--,2463356266.06,20069835.11,2483426101.17,--,--,19119077746.14,20201030
