报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,788506000000.0,141763000000.0,--,496577000000.0,3679675000000.0,683955000000.0,--,--,--,2324085000000.0,671635000000.0,107173000000.0,49611000000.0,--,--,--,--,7046335000000.0,--,--,--,7760000000.0,--,185438000000.0,3291000000.0,3805000000.0,--,41639000000.0,6325000000.0,135305000000.0,--,--,12693203000000.0,--,987371000000.0,367522000000.0,490966000000.0,65102000000.0,88908000000.0,64819000000.0,7887813000000.0,8066000000.0,11611000000.0,--,--,--,--,--,537269000000.0,3080000000.0,12175000000.0,210073000000.0,945991000000.0,--,11680766000000.0,--,74263000000.0,174790000000.0,44952000000.0,129838000000.0,111429000000.0,--,-3921000000.0,227773000000.0,271622000000.0,143841000000.0,--,--,--,999797000000.0,12640000000.0,1012437000000.0,--,--,12693203000000.0,20221029
20220630,--,746660000000.0,130513000000.0,--,533660000000.0,3692614000000.0,666260000000.0,--,--,--,2375762000000.0,650592000000.0,56150000000.0,135570000000.0,--,--,--,--,6923521000000.0,--,--,--,7389000000.0,--,175961000000.0,3277000000.0,3808000000.0,--,38856000000.0,6508000000.0,126089000000.0,--,--,12580576000000.0,--,1047245000000.0,342757000000.0,457056000000.0,59887000000.0,39488000000.0,51876000000.0,7811363000000.0,8272000000.0,10525000000.0,--,--,--,--,--,518676000000.0,1508000000.0,11417000000.0,249050000000.0,982520000000.0,--,11591640000000.0,--,74263000000.0,174790000000.0,44952000000.0,129838000000.0,111428000000.0,--,-6433000000.0,227773000000.0,251114000000.0,143608000000.0,--,--,--,976543000000.0,12393000000.0,988936000000.0,--,--,12580576000000.0,20220827
20220331,--,805752000000.0,146799000000.0,--,503929000000.0,3588478000000.0,620524000000.0,--,--,--,2295885000000.0,672069000000.0,46409000000.0,137890000000.0,--,--,--,--,6773076000000.0,--,--,--,7380000000.0,--,167177000000.0,3137000000.0,3856000000.0,--,34564000000.0,6459000000.0,98748000000.0,--,--,12323654000000.0,--,1090168000000.0,377771000000.0,431862000000.0,59031000000.0,34038000000.0,54285000000.0,7497069000000.0,8149000000.0,13277000000.0,--,--,--,--,--,522156000000.0,1553000000.0,9853000000.0,227490000000.0,1000230000000.0,--,11326932000000.0,--,74263000000.0,174790000000.0,44952000000.0,129838000000.0,111428000000.0,--,-7984000000.0,219989000000.0,280829000000.0,130857000000.0,--,--,--,984172000000.0,12550000000.0,996722000000.0,--,--,12323654000000.0,20220430
20211231,--,734728000000.0,119890000000.0,--,439450000000.0,3523249000000.0,638483000000.0,--,--,--,2203037000000.0,681729000000.0,39220000000.0,73368000000.0,--,--,--,--,6412201000000.0,--,--,--,5779000000.0,--,168247000000.0,2947000000.0,3874000000.0,--,32061000000.0,6340000000.0,104403000000.0,--,--,11665757000000.0,--,1096640000000.0,339358000000.0,467019000000.0,50048000000.0,36074000000.0,44751000000.0,7039777000000.0,14401000000.0,10364000000.0,--,--,--,--,--,503525000000.0,1889000000.0,9714000000.0,182941000000.0,892020000000.0,--,10688521000000.0,--,74263000000.0,174790000000.0,44952000000.0,129838000000.0,111428000000.0,--,-4177000000.0,219989000000.0,258074000000.0,130280000000.0,--,--,--,964647000000.0,12589000000.0,977236000000.0,--,--,11665757000000.0,20220326
20210930,--,782993000000.0,127545000000.0,--,438569000000.0,3412050000000.0,579252000000.0,--,--,--,2133730000000.0,699068000000.0,30078000000.0,62674000000.0,--,--,--,--,6317333000000.0,--,--,--,5670000000.0,--,164897000000.0,2917000000.0,3617000000.0,--,30897000000.0,6527000000.0,86856000000.0,--,--,11472623000000.0,--,973986000000.0,373888000000.0,408396000000.0,23068000000.0,27710000000.0,68191000000.0,6986659000000.0,6646000000.0,9649000000.0,--,--,--,--,--,576347000000.0,1622000000.0,10981000000.0,225776000000.0,822843000000.0,1000000.0,10515763000000.0,--,74263000000.0,174790000000.0,44952000000.0,129838000000.0,111428000000.0,--,-2058000000.0,219461000000.0,236486000000.0,129976000000.0,--,--,--,944346000000.0,12514000000.0,956860000000.0,--,--,11472623000000.0,20211030
20210630,--,810320000000.0,179926000000.0,--,399499000000.0,3352666000000.0,575837000000.0,--,--,--,2050282000000.0,726547000000.0,35584000000.0,132945000000.0,--,--,--,--,6208293000000.0,--,--,--,5505000000.0,--,164391000000.0,2663000000.0,3650000000.0,--,29119000000.0,6879000000.0,82520000000.0,--,--,11413960000000.0,--,926192000000.0,444787000000.0,403779000000.0,20532000000.0,33702000000.0,63348000000.0,7016652000000.0,6640000000.0,8625000000.0,--,--,--,--,--,541597000000.0,1491000000.0,10947000000.0,207211000000.0,792542000000.0,--,10478045000000.0,--,74263000000.0,174790000000.0,44952000000.0,129838000000.0,111428000000.0,--,-3569000000.0,219461000000.0,217357000000.0,129878000000.0,--,--,--,923608000000.0,12307000000.0,935915000000.0,--,--,11413960000000.0,20210828
20210331,--,769457000000.0,203894000000.0,--,414218000000.0,3280447000000.0,543066000000.0,--,--,--,2024141000000.0,713240000000.0,42439000000.0,127420000000.0,--,--,--,--,6034537000000.0,--,--,--,4736000000.0,--,165073000000.0,2731000000.0,3641000000.0,--,28131000000.0,7178000000.0,89318000000.0,--,--,11173220000000.0,--,941269000000.0,457634000000.0,379410000000.0,22676000000.0,38978000000.0,68792000000.0,6921750000000.0,6669000000.0,10807000000.0,--,--,--,--,--,499020000000.0,1592000000.0,13374000000.0,173763000000.0,735390000000.0,--,10271124000000.0,--,74263000000.0,133292000000.0,44952000000.0,88340000000.0,111428000000.0,--,-1197000000.0,212399000000.0,236198000000.0,123321000000.0,--,--,--,889704000000.0,12392000000.0,902096000000.0,--,--,11173220000000.0,20210430
20201231,--,817561000000.0,159170000000.0,--,370404000000.0,3237337000000.0,482588000000.0,--,--,--,2019529000000.0,735220000000.0,54212000000.0,41556000000.0,--,--,--,--,5720568000000.0,--,--,--,4681000000.0,--,166118000000.0,3353000000.0,3607000000.0,--,27991000000.0,7353000000.0,83705000000.0,--,--,10697616000000.0,--,904958000000.0,478745000000.0,330567000000.0,29279000000.0,55942000000.0,73221000000.0,6607330000000.0,11591000000.0,7994000000.0,--,--,--,--,--,497755000000.0,1286000000.0,11532000000.0,174491000000.0,634297000000.0,--,9818988000000.0,--,74263000000.0,133292000000.0,44952000000.0,88340000000.0,111428000000.0,--,-2348000000.0,212361000000.0,214448000000.0,123163000000.0,--,--,--,866607000000.0,12021000000.0,878628000000.0,--,--,10697616000000.0,20210327
20200930,--,796805000000.0,205078000000.0,--,426682000000.0,3280605000000.0,500261000000.0,--,--,--,1977302000000.0,803042000000.0,39745000000.0,69336000000.0,--,--,--,--,5687511000000.0,--,--,--,4718000000.0,--,171508000000.0,2589000000.0,3432000000.0,--,26514000000.0,7781000000.0,73267000000.0,--,--,10795571000000.0,--,862860000000.0,456422000000.0,393221000000.0,23483000000.0,45615000000.0,75328000000.0,6615067000000.0,6735000000.0,6456000000.0,--,--,--,--,--,518409000000.0,952000000.0,9414000000.0,179619000000.0,765313000000.0,--,9958894000000.0,--,74263000000.0,114944000000.0,44952000000.0,69992000000.0,111462000000.0,--,61000000.0,211958000000.0,190085000000.0,122338000000.0,--,--,--,825111000000.0,11566000000.0,836677000000.0,--,--,10795571000000.0,20201031
20200630,--,801146000000.0,131395000000.0,--,492605000000.0,3247146000000.0,519544000000.0,--,--,--,1940765000000.0,786837000000.0,28130000000.0,69101000000.0,--,--,--,--,5602356000000.0,--,--,--,4745000000.0,--,172178000000.0,2568000000.0,3433000000.0,--,26045000000.0,7851000000.0,81233000000.0,--,--,10669932000000.0,--,910793000000.0,443434000000.0,455058000000.0,26916000000.0,41303000000.0,107474000000.0,6560867000000.0,6872000000.0,10054000000.0,--,--,--,--,--,459405000000.0,890000000.0,8893000000.0,202049000000.0,621792000000.0,--,9855800000000.0,--,74263000000.0,99870000000.0,59876000000.0,39994000000.0,113663000000.0,--,4893000000.0,211959000000.0,175638000000.0,122257000000.0,--,--,--,802543000000.0,11589000000.0,814132000000.0,--,--,10669932000000.0,20200829
20200331,--,755522000000.0,162626000000.0,--,476527000000.0,3229512000000.0,520750000000.0,--,--,--,1950516000000.0,758246000000.0,39755000000.0,46496000000.0,--,--,--,--,5447490000000.0,--,--,--,4627000000.0,--,166456000000.0,2774000000.0,3323000000.0,--,24369000000.0,7903000000.0,87003000000.0,--,--,10454383000000.0,--,972569000000.0,573184000000.0,418782000000.0,27171000000.0,50175000000.0,60737000000.0,6366064000000.0,4607000000.0,12878000000.0,--,--,--,--,--,424833000000.0,879000000.0,7186000000.0,175284000000.0,538305000000.0,--,9632654000000.0,--,74263000000.0,99870000000.0,59876000000.0,39994000000.0,113663000000.0,--,4311000000.0,204779000000.0,195778000000.0,117638000000.0,--,--,--,810302000000.0,11427000000.0,821729000000.0,--,--,10454383000000.0,20200429
