报告期,营业总收入*,营业收入,其他类金融业务收入,利息收入,已赚保费,手续费及佣金收入,营业总成本*,营业成本,营业税金及附加,销售费用,管理费用,研发费用,财务费用,其中：利息费用,减：利息收入,资产减值损失,信用减值损失,其他业务成本（金融类）,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,加：其他收益,投资净收益,其中：对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,资产处置收益,汇兑净收益,加：营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加：营业外收入,减：营业外支出,其中:非流动资产处置净损失,加：利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减：所得税,加：未确认的投资损失,加：净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,持续经营净利润,终止经营净利润,减：少数股东损益,归属于母公司所有者净利润,加：其他综合收益,综合收益总额*,减：归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,88255197.72,88255197.72,0.0,--,--,--,71098178.94,52339384.05,1056223.53,5963523.65,8759919.48,2738871.08,240257.15,1082209.28,557124.94,--,-690691.67,0.0,--,--,--,--,--,--,--,255313.36,1131994.93,--,--,198970.78,0.0,--,--,--,18052606.18,5180.86,0.0,--,--,--,18057787.04,2116590.22,--,--,--,15941196.82,15941196.82,--,--,15941196.82,--,15941196.82,--,15941196.82,--,0.16,0.16,20221029
20220630,70341238.49,70341238.49,0.0,--,--,--,59835336.0,42865443.0,960286.73,5289841.52,7841447.87,2752999.29,125317.59,1073610.76,778664.27,--,-218866.04,0.0,--,--,--,--,--,--,--,2178313.36,2165015.98,--,--,--,--,--,--,--,14586933.07,5125.13,1037.85,--,--,--,14591020.35,2637131.88,--,--,--,11953888.47,11953888.47,--,--,11953888.47,--,11953888.47,--,11953888.47,--,0.12,0.12,20220829
20220331,74597783.3,74597783.3,0.0,--,--,--,62191769.27,45186462.05,921091.45,4645458.84,7971271.61,3025332.49,442152.83,750786.2,467018.78,--,549789.3,0.0,--,--,--,--,--,--,--,215967.99,2567555.68,186821.12,--,--,--,--,--,--,15739327.0,0.02,0.0,--,--,--,15739327.02,2152990.5,--,--,--,13586336.52,13586336.52,--,--,13586336.52,--,13586336.52,--,13586336.52,--,0.14,0.14,20220427
20211231,98252216.73,98252216.73,0.0,--,--,--,78369734.02,55534430.54,988728.22,5766978.2,8824236.66,3001765.57,4253594.83,978231.49,-3335493.06,--,228106.04,0.0,--,--,--,--,--,--,--,1485109.74,6351764.52,--,--,--,--,--,--,--,28424020.26,-15623.5,17134.0,--,--,--,28391262.76,3702815.59,--,--,--,24688447.17,24688447.17,--,--,24688447.17,--,24688447.17,--,24688447.17,--,0.25,0.25,20220427
20210930,94787518.04,94787518.04,0.0,--,--,--,68484124.97,54774152.6,1072118.02,5646166.43,6290815.03,3028966.71,-2328093.82,907818.64,3238874.33,--,-713089.24,0.0,--,--,--,--,--,--,--,51547.14,0.0,--,--,--,--,--,--,--,25641850.97,29040.36,300.0,--,--,--,25670591.33,3063195.71,--,--,--,22607395.62,22607395.62,--,--,22607395.62,--,22607395.62,--,22607395.62,--,0.23,0.23,20211029
20210630,75818624.44,75818624.44,0.0,--,--,--,55596718.0,41947730.84,1029068.67,5218397.67,6344738.74,2623496.94,-1566714.86,599553.68,2253398.73,--,-129671.72,0.0,--,--,--,--,--,--,--,1738355.65,1085161.11,--,--,--,--,--,--,--,22915751.48,501.62,0.0,--,--,--,22916253.1,3614206.57,--,--,--,19302046.53,19302046.53,--,--,19302046.53,--,19302046.53,--,19302046.53,--,0.19,0.19,20210827
20210331,69646214.79,69646214.79,0.0,--,--,--,55254035.78,39260004.24,855403.66,4363410.47,8604699.63,2691846.48,-521328.7,387406.25,902429.91,--,-279199.29,0.0,--,--,--,--,--,--,--,558075.35,2693816.49,--,--,--,--,--,--,--,17364871.56,15663.63,67.89,--,--,--,17380467.3,2690463.87,--,--,--,14690003.43,14690003.43,--,--,14690003.43,--,14690003.43,--,14690003.43,--,0.15,0.15,20210428
20201231,79075675.14,79075675.14,0.0,--,--,--,58102864.45,46332777.3,757743.92,561865.73,8847429.35,2605384.21,-1002336.06,--,1035315.35,--,589914.64,0.0,--,--,--,--,--,--,--,39229.27,2341974.69,--,--,347028.0,-39358.0,--,--,--,24251599.29,12120.3,18330.89,--,--,--,24245388.7,2492984.85,--,--,--,21752403.85,21752403.85,--,--,21752403.85,--,21752403.85,--,21752403.85,--,0.22,0.22,20210428
20200930,77044457.62,77044457.62,0.0,--,--,--,48726647.46,38447901.08,837525.08,5271727.95,5030578.48,2577766.62,-3438851.75,--,3433397.29,--,-789345.9,0.0,--,--,--,--,--,--,--,178029.27,--,--,--,--,-73609.72,--,--,--,27868348.55,3000.52,11648.22,--,--,--,27859700.85,4271614.51,--,--,--,23588086.34,23588086.34,--,--,23588086.34,--,23588086.34,--,23588086.34,--,0.24,0.24,20201028
20200630,61193673.41,61193673.41,0.0,--,--,--,38651424.52,31123674.27,752665.29,4081253.48,4266791.49,2547034.41,-4119994.42,--,4115117.3,--,307190.51,0.0,--,--,--,--,--,--,--,908029.27,--,--,--,--,--,--,--,--,23737134.53,1206001.32,505.33,--,--,--,24942630.52,3774032.74,--,--,--,21168597.78,21168597.78,--,--,21168597.78,--,21168597.78,--,21168597.78,--,0.21,0.21,20200828
