报告期,营业收入*,已赚保费,保费业务收入,其中:分保费收入,减:分出保费,提取未到期责任准备金,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,退保金,赔付支出,减:摊回赔付支出,提取保险责任准备金,减:摊回保险责任准备金,保户红利支出,分保费用,营业税金及附加,手续费及佣金支出,管理费用,减:摊回分保费用,其他业务成本,资产减值损失,信用减值损失,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,701012000000.0,536679000000.0,554105000000.0,--,6897000000.0,10529000000.0,165354000000.0,6352000000.0,--,-8104000000.0,214000000.0,148000000.0,6651000000.0,70000000.0,672832000000.0,28693000000.0,107736000000.0,5045000000.0,415129000000.0,672000000.0,17285000000.0,--,787000000.0,45713000000.0,28615000000.0,1050000000.0,20866000000.0,14775000000.0,--,--,--,28180000000.0,59000000.0,286000000.0,--,--,--,27953000000.0,-4315000000.0,--,--,--,32268000000.0,1151000000.0,31117000000.0,-37752000000.0,-5484000000.0,1048000000.0,-6532000000.0,--,1.1,1.1,20221028
20220630,528298000000.0,419636000000.0,439969000000.0,--,4458000000.0,15875000000.0,107675000000.0,5757000000.0,--,-3511000000.0,219000000.0,132000000.0,4110000000.0,37000000.0,503171000000.0,19115000000.0,72814000000.0,2984000000.0,327003000000.0,250000000.0,11837000000.0,--,610000000.0,35305000000.0,19498000000.0,572000000.0,15117000000.0,5678000000.0,--,--,--,25127000000.0,26000000.0,162000000.0,--,--,--,24991000000.0,-1183000000.0,--,--,--,26174000000.0,758000000.0,25416000000.0,-5548000000.0,20626000000.0,688000000.0,19938000000.0,--,0.9,0.9,20220826
20220331,343777000000.0,294483000000.0,315011000000.0,--,2000000000.0,18528000000.0,53991000000.0,2354000000.0,--,-6997000000.0,171000000.0,62000000.0,2058000000.0,9000000.0,327430000000.0,10315000000.0,41404000000.0,1640000000.0,229548000000.0,93000000.0,5882000000.0,--,234000000.0,22845000000.0,9502000000.0,70000000.0,6992000000.0,2511000000.0,--,--,--,16347000000.0,14000000.0,74000000.0,--,--,--,16287000000.0,761000000.0,--,--,--,15526000000.0,348000000.0,15178000000.0,-28705000000.0,-13179000000.0,209000000.0,-13388000000.0,--,0.54,0.54,20220428
20211231,858505000000.0,611251000000.0,618327000000.0,--,8015000000.0,-939000000.0,241814000000.0,10328000000.0,--,-5091000000.0,645000000.0,175000000.0,9642000000.0,69000000.0,807524000000.0,41580000000.0,136502000000.0,5739000000.0,447296000000.0,885000000.0,26511000000.0,--,1374000000.0,65744000000.0,42967000000.0,906000000.0,30271000000.0,22809000000.0,--,--,--,50981000000.0,119000000.0,605000000.0,--,--,--,50495000000.0,-1917000000.0,--,--,--,52412000000.0,1491000000.0,50921000000.0,-4549000000.0,47863000000.0,1505000000.0,46358000000.0,--,1.8,1.8,20220325
20210930,727785000000.0,536368000000.0,553437000000.0,--,5988000000.0,11081000000.0,188868000000.0,8537000000.0,--,-4625000000.0,361000000.0,148000000.0,6634000000.0,31000000.0,676718000000.0,31813000000.0,107116000000.0,4200000000.0,398933000000.0,849000000.0,22277000000.0,--,945000000.0,54422000000.0,28424000000.0,741000000.0,19964000000.0,18614000000.0,--,--,--,51067000000.0,66000000.0,368000000.0,--,--,--,50765000000.0,1190000000.0,--,--,--,49575000000.0,1089000000.0,48486000000.0,-9976000000.0,39599000000.0,1041000000.0,38558000000.0,--,1.72,1.72,20211029
20210630,552649000000.0,422642000000.0,442299000000.0,--,3547000000.0,16110000000.0,127216000000.0,7683000000.0,--,-2009000000.0,240000000.0,130000000.0,4407000000.0,23000000.0,506353000000.0,22447000000.0,73615000000.0,2753000000.0,315809000000.0,578000000.0,15483000000.0,--,750000000.0,42132000000.0,19183000000.0,180000000.0,12829000000.0,7616000000.0,--,--,--,46296000000.0,31000000.0,232000000.0,--,--,--,46095000000.0,4372000000.0,--,--,--,41723000000.0,755000000.0,40968000000.0,-1945000000.0,39778000000.0,692000000.0,39086000000.0,--,1.45,1.45,20210826
20210331,373484000000.0,304756000000.0,323892000000.0,--,1553000000.0,17583000000.0,73484000000.0,3015000000.0,--,-7269000000.0,144000000.0,111000000.0,2244000000.0,14000000.0,338236000000.0,12308000000.0,43033000000.0,1433000000.0,231822000000.0,247000000.0,8127000000.0,--,365000000.0,27852000000.0,9371000000.0,83000000.0,5979000000.0,1142000000.0,--,--,--,35248000000.0,12000000.0,130000000.0,--,--,--,35130000000.0,6149000000.0,--,--,--,28981000000.0,396000000.0,28585000000.0,-11404000000.0,17577000000.0,318000000.0,17259000000.0,--,1.01,1.01,20210429
20201231,825049000000.0,604666000000.0,612265000000.0,1000000.0,6053000000.0,1546000000.0,207541000000.0,8336000000.0,--,3441000000.0,119000000.0,148000000.0,9098000000.0,36000000.0,770150000000.0,33275000000.0,133340000000.0,4134000000.0,418773000000.0,453000000.0,28279000000.0,--,1280000000.0,84361000000.0,39733000000.0,798000000.0,24078000000.0,12416000000.0,--,--,--,54899000000.0,121000000.0,544000000.0,--,--,--,54476000000.0,3103000000.0,--,--,--,51373000000.0,1116000000.0,50257000000.0,25750000000.0,77123000000.0,1167000000.0,75956000000.0,--,1.77,1.77,20210326
20200930,691571000000.0,526355000000.0,543553000000.0,1000000.0,4753000000.0,12445000000.0,156593000000.0,6974000000.0,--,2049000000.0,143000000.0,122000000.0,6307000000.0,2000000.0,637440000000.0,25460000000.0,102073000000.0,2882000000.0,364780000000.0,523000000.0,22775000000.0,--,854000000.0,70207000000.0,26644000000.0,664000000.0,17025000000.0,11691000000.0,--,--,--,54131000000.0,84000000.0,395000000.0,--,--,--,53820000000.0,5899000000.0,--,--,--,47921000000.0,843000000.0,47078000000.0,-3479000000.0,44442000000.0,853000000.0,43589000000.0,--,1.66,1.66,20201029
20200630,513735000000.0,407936000000.0,427367000000.0,1000000.0,3113000000.0,16318000000.0,97759000000.0,4690000000.0,--,3755000000.0,-25000000.0,78000000.0,4228000000.0,4000000.0,478086000000.0,17655000000.0,67397000000.0,1684000000.0,288885000000.0,303000000.0,14507000000.0,--,638000000.0,56518000000.0,18057000000.0,207000000.0,11248000000.0,5375000000.0,--,--,--,35649000000.0,66000000.0,151000000.0,--,--,--,35564000000.0,4502000000.0,--,--,--,31062000000.0,527000000.0,30535000000.0,2284000000.0,33346000000.0,546000000.0,32800000000.0,--,1.07,1.07,20200827
