报告期,经营活动产生的现金流量*,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,支付手续费的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,369904000000.0,--,--,202593000000.0,--,--,--,555060000000.0,457649000000.0,--,21727000000.0,77409000000.0,11347000000.0,41945000000.0,81993000000.0,-106293000000.0,--,741687000000.0,--,182226000000.0,--,927007000000.0,50860000000.0,865000000.0,--,379000000.0,--,979111000000.0,794132000000.0,2483000000.0,270000000.0,--,796885000000.0,--,--,--,8000000.0,--,124495000000.0,--,--,--,124503000000.0,205416000000.0,81874000000.0,1117000000.0,--,--,288407000000.0,--,-163904000000.0,60418000000.0,-107887000000.0,0.0,-107887000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,452745000000.0,--,--,203197000000.0,--,--,--,743214000000.0,451514000000.0,--,19863000000.0,12486000000.0,46980000000.0,28865000000.0,76465000000.0,74851000000.0,--,575817000000.0,--,-100531000000.0,--,951639000000.0,43160000000.0,3016000000.0,--,145000000.0,--,997960000000.0,1092239000000.0,6214000000.0,38000000.0,--,1098491000000.0,--,--,--,49995000000.0,--,226867000000.0,--,--,--,276862000000.0,255795000000.0,8145000000.0,717000000.0,--,--,264657000000.0,--,12205000000.0,52995000000.0,132066000000.0,0.0,132066000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220831
20220331,--,921779000000.0,--,--,200961000000.0,--,--,--,1185091000000.0,806757000000.0,135207000000.0,32027000000.0,21616000000.0,12597000000.0,188267000000.0,87668000000.0,195089000000.0,--,1479228000000.0,--,14993000000.0,--,805749000000.0,35420000000.0,564000000.0,--,17000000.0,--,841750000000.0,823414000000.0,1926000000.0,1417000000.0,--,826757000000.0,--,--,--,90000000.0,--,314097000000.0,--,--,--,314187000000.0,242881000000.0,5741000000.0,654000000.0,--,--,249276000000.0,--,64911000000.0,-11150000000.0,-225383000000.0,1975631000000.0,1750248000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220430
20211231,--,305273000000.0,22760000000.0,--,204294000000.0,-66343000000.0,--,--,626917000000.0,175643000000.0,--,21505000000.0,--,19015000000.0,-10613000000.0,82288000000.0,--,--,231328000000.0,--,-152376000000.0,--,775734000000.0,30862000000.0,3566000000.0,--,157000000.0,--,810319000000.0,950179000000.0,11887000000.0,629000000.0,--,962695000000.0,--,--,--,19996000000.0,--,244029000000.0,4000000.0,--,--,264029000000.0,189217000000.0,11593000000.0,1064000000.0,0.0,--,201874000000.0,--,62155000000.0,-19965000000.0,285403000000.0,0.0,285403000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220330
20210930,--,-86843000000.0,39158000000.0,--,178034000000.0,34771000000.0,--,--,138159000000.0,145642000000.0,-15688000000.0,20647000000.0,--,10369000000.0,145768000000.0,72328000000.0,--,--,379066000000.0,--,-65800000000.0,--,914412000000.0,47029000000.0,1017000000.0,--,53000000.0,--,962511000000.0,1021564000000.0,6745000000.0,2000000.0,--,1028311000000.0,--,--,--,0.0,--,201273000000.0,--,--,--,201277000000.0,166498000000.0,12487000000.0,1497000000.0,0.0,--,180482000000.0,--,20795000000.0,-3417000000.0,-289329000000.0,0.0,-289329000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211030
20210630,--,410836000000.0,-36082000000.0,--,189727000000.0,-23067000000.0,--,--,592654000000.0,459459000000.0,-54060000000.0,21961000000.0,--,51902000000.0,-64147000000.0,69467000000.0,--,--,484582000000.0,--,-17304000000.0,--,751978000000.0,45037000000.0,1952000000.0,--,853000000.0,--,799820000000.0,812098000000.0,4382000000.0,644000000.0,--,817124000000.0,--,--,--,49990000000.0,--,230397000000.0,--,--,--,280383000000.0,262551000000.0,69982000000.0,1013000000.0,0.0,--,333546000000.0,--,-53163000000.0,-13636000000.0,23969000000.0,0.0,23969000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210831
20210331,--,1359651000000.0,41404000000.0,--,190084000000.0,90392000000.0,--,--,1770903000000.0,783960000000.0,126258000000.0,29885000000.0,--,13613000000.0,166105000000.0,70578000000.0,--,--,1190399000000.0,--,-160081000000.0,--,661299000000.0,31177000000.0,1246000000.0,--,557000000.0,--,694279000000.0,846236000000.0,7159000000.0,965000000.0,--,854360000000.0,--,--,--,39000000.0,--,329600000000.0,4000000.0,--,--,329643000000.0,250793000000.0,5599000000.0,694000000.0,28000000000.0,--,285086000000.0,--,44557000000.0,-4260000000.0,460720000000.0,1494868000000.0,1955588000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,-519441000000.0,--,--,188710000000.0,--,--,--,-176595000000.0,-65969000000.0,-205470000000.0,20413000000.0,55145000000.0,14356000000.0,-66709000000.0,66880000000.0,--,--,-199779000000.0,--,-248450000000.0,--,584258000000.0,27449000000.0,893000000.0,--,371000000.0,--,612971000000.0,844501000000.0,16825000000.0,95000000.0,--,861421000000.0,--,--,--,49996000000.0,--,383042000000.0,--,--,--,433038000000.0,427579000000.0,10625000000.0,1492000000.0,--,--,471696000000.0,--,-38658000000.0,-21321000000.0,-285245000000.0,0.0,-285245000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210331
20200930,--,597515000000.0,--,--,175352000000.0,--,--,--,712039000000.0,287308000000.0,161528000000.0,20835000000.0,94419000000.0,9497000000.0,133996000000.0,73544000000.0,112844000000.0,--,799552000000.0,--,23196000000.0,--,941405000000.0,49191000000.0,970000000.0,--,170000000.0,--,991736000000.0,952040000000.0,4419000000.0,12081000000.0,--,968540000000.0,--,--,--,421000000.0,--,406661000000.0,--,--,--,407082000000.0,188166000000.0,70985000000.0,1755000000.0,--,--,260906000000.0,--,146176000000.0,-21515000000.0,60344000000.0,0.0,60344000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201031
20200630,--,8519000000.0,-77963000000.0,--,184965000000.0,--,--,--,112410000000.0,248109000000.0,--,18366000000.0,-77422000000.0,54735000000.0,-40884000000.0,78480000000.0,--,--,409399000000.0,--,80878000000.0,--,856598000000.0,46902000000.0,1267000000.0,--,399000000.0,--,905166000000.0,812395000000.0,11414000000.0,--,--,824288000000.0,--,--,--,40921000000.0,--,321949000000.0,--,--,--,362870000000.0,240421000000.0,8337000000.0,--,--,--,252120000000.0,--,110750000000.0,3853000000.0,-101508000000.0,0.0,-101508000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200831
