报告期,营业收入*,已赚保费,保费业务收入,其中:分保费收入,减:分出保费,提取未到期责任准备金,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,退保金,赔付支出,减:摊回赔付支出,提取保险责任准备金,减:摊回保险责任准备金,保户红利支出,分保费用,营业税金及附加,手续费及佣金支出,管理费用,减:摊回分保费用,其他业务成本,资产减值损失,信用减值损失,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20221231,240366000000.0,158129000000.0,164978000000.0,19000000.0,4776000000.0,2073000000.0,15803000000.0,1881000000.0,--,-23164000000.0,771000000.0,891000000.0,15019000000.0,188000000.0,235090000000.0,11847000000.0,72942000000.0,3132000000.0,49463000000.0,-538000000.0,3129000000.0,4000000.0,1290000000.0,15107000000.0,45137000000.0,1168000000.0,13509000000.0,--,20466000000.0,--,--,5276000000.0,127000000.0,352000000.0,--,--,--,5051000000.0,-7266000000.0,--,--,--,12317000000.0,5006000000.0,7311000000.0,6848000000.0,19165000000.0,5553000000.0,13612000000.0,--,0.42,0.41,20230316
20220930,258100000000.0,171312000000.0,175366000000.0,58000000.0,5315000000.0,-1261000000.0,18370000000.0,2184000000.0,--,-21965000000.0,1296000000.0,470000000.0,16032000000.0,14000000.0,235393000000.0,13845000000.0,70970000000.0,2976000000.0,52670000000.0,1249000000.0,2757000000.0,13000000.0,1329000000.0,16072000000.0,40157000000.0,1262000000.0,15697000000.0,--,20336000000.0,--,--,22707000000.0,86000000.0,114000000.0,--,--,--,22679000000.0,-760000000.0,--,--,--,23439000000.0,7249000000.0,16190000000.0,-10230000000.0,13209000000.0,6803000000.0,6406000000.0,--,0.93,0.92,20221027
20220630,306162000000.0,176988000000.0,182682000000.0,22000000.0,4792000000.0,902000000.0,15435000000.0,2985000000.0,--,22919000000.0,778000000.0,814000000.0,15990000000.0,28000000.0,256601000000.0,13551000000.0,64026000000.0,4129000000.0,76064000000.0,-788000000.0,3363000000.0,4000000.0,1173000000.0,16437000000.0,39276000000.0,1578000000.0,18742000000.0,--,22250000000.0,--,--,49561000000.0,80000000.0,177000000.0,--,--,--,49464000000.0,5038000000.0,--,--,--,44426000000.0,4811000000.0,39615000000.0,3269000000.0,47695000000.0,5445000000.0,42250000000.0,--,2.27,2.23,20220824
20220331,305940000000.0,235989000000.0,246607000000.0,33000000.0,7084000000.0,3534000000.0,-9898000000.0,3115000000.0,--,-10732000000.0,497000000.0,819000000.0,16268000000.0,81000000.0,277165000000.0,14859000000.0,74184000000.0,3845000000.0,84104000000.0,120000000.0,10350000000.0,5000000.0,1270000000.0,22738000000.0,40130000000.0,2142000000.0,11695000000.0,--,17501000000.0,--,--,28775000000.0,66000000.0,220000000.0,--,--,--,28621000000.0,1371000000.0,--,--,--,27250000000.0,6592000000.0,20658000000.0,5192000000.0,32442000000.0,6613000000.0,25829000000.0,--,1.18,1.17,20220430
20211231,275815000000.0,164341000000.0,169078000000.0,12000000.0,5665000000.0,-928000000.0,25856000000.0,1661000000.0,--,-4395000000.0,447000000.0,763000000.0,17421000000.0,-12000000.0,249904000000.0,13319000000.0,71830000000.0,5025000000.0,48981000000.0,92000000.0,3203000000.0,2000000.0,1203000000.0,16419000000.0,49390000000.0,1406000000.0,18096000000.0,--,25254000000.0,--,--,25911000000.0,267000000.0,301000000.0,--,--,--,25877000000.0,1623000000.0,--,--,--,24254000000.0,4274000000.0,19980000000.0,955000000.0,25209000000.0,4272000000.0,20937000000.0,--,1.14,1.13,20220318
20210930,268980000000.0,165302000000.0,169267000000.0,37000000.0,11408000000.0,-7443000000.0,30080000000.0,3419000000.0,--,-15986000000.0,286000000.0,921000000.0,16125000000.0,-1000000.0,234098000000.0,13458000000.0,69057000000.0,5051000000.0,54431000000.0,1109000000.0,2794000000.0,6000000.0,1124000000.0,18112000000.0,42415000000.0,1525000000.0,15924000000.0,--,17257000000.0,--,--,34882000000.0,116000000.0,116000000.0,--,--,--,34882000000.0,5297000000.0,--,--,--,29585000000.0,5952000000.0,23633000000.0,-4754000000.0,24831000000.0,5944000000.0,18887000000.0,--,1.34,1.33,20211028
20210630,295341000000.0,175009000000.0,178557000000.0,17000000.0,5857000000.0,-2309000000.0,26941000000.0,-292000000.0,--,1827000000.0,222000000.0,800000000.0,17310000000.0,-6000000.0,255185000000.0,13047000000.0,60087000000.0,3126000000.0,68270000000.0,2068000000.0,3245000000.0,3000000.0,1112000000.0,19601000000.0,39874000000.0,1310000000.0,19460000000.0,--,25355000000.0,--,--,40156000000.0,110000000.0,98000000.0,--,--,--,40168000000.0,5216000000.0,--,--,--,34952000000.0,4170000000.0,30782000000.0,-6011000000.0,28941000000.0,4370000000.0,24571000000.0,--,1.75,1.73,20210827
20210331,340308000000.0,235281000000.0,243941000000.0,82000000.0,7278000000.0,1382000000.0,20501000000.0,2558000000.0,--,-4059000000.0,312000000.0,500000000.0,16199000000.0,33000000.0,301572000000.0,13107000000.0,67880000000.0,3046000000.0,95133000000.0,687000000.0,10163000000.0,13000000.0,1131000000.0,26555000000.0,40918000000.0,1667000000.0,14490000000.0,--,22628000000.0,--,--,38736000000.0,86000000.0,169000000.0,--,--,--,38653000000.0,5642000000.0,--,--,--,33011000000.0,5788000000.0,27223000000.0,7734000000.0,40745000000.0,5859000000.0,34886000000.0,--,1.54,1.53,20210423
20201231,301245000000.0,168993000000.0,171184000000.0,67000000.0,5405000000.0,-3214000000.0,32109000000.0,3876000000.0,--,10176000000.0,997000000.0,1004000000.0,17643000000.0,-28000000.0,250591000000.0,9862000000.0,61253000000.0,3432000000.0,71280000000.0,553000000.0,3030000000.0,5000000.0,1118000000.0,19887000000.0,45996000000.0,1349000000.0,43994000000.0,--,134952000000.0,--,--,50654000000.0,118000000.0,381000000.0,--,--,--,50391000000.0,5924000000.0,--,--,--,44467000000.0,4409000000.0,40058000000.0,6366000000.0,50833000000.0,4239000000.0,46594000000.0,--,2.27,2.25,20210204
20200930,287114000000.0,172852000000.0,181191000000.0,38000000.0,5603000000.0,2736000000.0,36647000000.0,4962000000.0,--,-10083000000.0,1082000000.0,893000000.0,15649000000.0,-24000000.0,240489000000.0,9752000000.0,62785000000.0,3186000000.0,54955000000.0,-158000000.0,2597000000.0,8000000.0,1109000000.0,24767000000.0,49546000000.0,1607000000.0,14855000000.0,--,-98436000000.0,--,--,46625000000.0,111000000.0,123000000.0,--,--,--,46613000000.0,7689000000.0,--,--,--,38924000000.0,4566000000.0,34358000000.0,-15603000000.0,23321000000.0,3948000000.0,19373000000.0,--,1.95,1.93,20201028
