报告期,经营活动产生的现金流量*,收到原保险合同保费取得的现金,收到再保业务现金净额,收到其他与经营活动有关的现金,保户储金净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付原保险合同赔付款项的现金,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付手续费的现金,支付的各项税费,支付其他与经营活动有关的现金,支付保单红利的现金,投资活动现金流出差额(合计平衡项目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差值(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,质押贷款净增加额,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差值(特殊报表科目),间接法-经营活动现金流量净额差值(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20221231,--,166505000000.0,--,881000000.0,732000000.0,--,--,--,168118000000.0,97728000000.0,14657000000.0,--,10595000000.0,-2392000000.0,23700000000.0,333000000.0,--,--,148938000000.0,4317000000.0,19180000000.0,-25921000000.0,102223000000.0,13299000000.0,-97000000.0,--,--,--,115425000000.0,136172000000.0,238000000.0,4840000000.0,96000000.0,--,--,141346000000.0,--,-25921000000.0,--,--,--,0.0,58000000.0,22806000000.0,--,23079000000.0,244000000.0,1245000000.0,--,275000000.0,--,1764000000.0,--,21315000000.0,-808000000.0,13766000000.0,0.0,13766000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20230325
20220930,--,138790000000.0,--,1257000000.0,2969000000.0,--,--,--,143016000000.0,89963000000.0,12284000000.0,--,13082000000.0,8190000000.0,12564000000.0,1143000000.0,--,--,140250000000.0,3024000000.0,2766000000.0,-22416000000.0,98153000000.0,11711000000.0,452000000.0,--,--,--,110316000000.0,131844000000.0,31000000.0,680000000.0,177000000.0,--,--,132732000000.0,--,-22416000000.0,--,--,--,0.0,528000000.0,--,--,1014000000.0,3500000000.0,10042000000.0,--,-23836000000.0,--,-10294000000.0,--,11308000000.0,861000000.0,-7481000000.0,0.0,-7481000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,151194000000.0,--,-2188000000.0,406000000.0,--,--,--,149412000000.0,67548000000.0,14891000000.0,--,10312000000.0,9769000000.0,19769000000.0,375000000.0,--,--,123325000000.0,661000000.0,26087000000.0,-17816000000.0,79075000000.0,14239000000.0,-13000000.0,--,--,--,93301000000.0,110565000000.0,175000000.0,425000000.0,-48000000.0,--,--,111117000000.0,--,-17816000000.0,--,--,--,0.0,29000000.0,--,--,29000000.0,2000000.0,1806000000.0,--,8419000000.0,--,10227000000.0,--,-10198000000.0,359000000.0,-1568000000.0,0.0,-1568000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220827
20220331,--,172712000000.0,--,4657000000.0,1561000000.0,--,--,--,178930000000.0,101598000000.0,12794000000.0,--,15654000000.0,5003000000.0,17607000000.0,1880000000.0,--,--,155312000000.0,776000000.0,23618000000.0,-7132000000.0,113625000000.0,9953000000.0,122000000.0,--,--,--,123700000000.0,129944000000.0,86000000.0,631000000.0,171000000.0,--,--,130832000000.0,--,-7132000000.0,--,--,--,3000000000.0,227000000.0,--,--,3227000000.0,58000000.0,746000000.0,--,16291000000.0,--,17095000000.0,--,-13868000000.0,-12000000.0,2606000000.0,33276000000.0,35882000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,168503000000.0,--,2715000000.0,997000000.0,--,--,--,172215000000.0,94415000000.0,12628000000.0,--,12193000000.0,4173000000.0,23618000000.0,370000000.0,--,--,146420000000.0,-977000000.0,25795000000.0,-31083000000.0,-18500000000.0,9455000000.0,-14000000.0,--,0.0,--,-9059000000.0,20146000000.0,161000000.0,1855000000.0,-138000000.0,--,--,22024000000.0,--,-31083000000.0,--,--,5000000.0,0.0,--,--,--,5000000.0,15076000000.0,953000000.0,--,-20938000000.0,--,-4732000000.0,--,4737000000.0,-150000000.0,-701000000.0,0.0,-701000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126221000000.0,--,--,--,--,--,--,--,--,--,--,--,--,20220326
20210930,--,135433000000.0,--,677000000.0,1237000000.0,--,--,--,137347000000.0,89284000000.0,11834000000.0,--,11911000000.0,1001000000.0,16140000000.0,1154000000.0,--,--,138766000000.0,7442000000.0,-1419000000.0,-36415000000.0,106078000000.0,13318000000.0,30000000.0,--,0.0,--,119426000000.0,155111000000.0,91000000.0,505000000.0,134000000.0,--,--,155841000000.0,--,-36415000000.0,--,--,15000000.0,--,--,--,--,2015000000.0,65000000.0,9602000000.0,--,-29812000000.0,--,-20145000000.0,--,22160000000.0,-43000000.0,-15717000000.0,0.0,-15717000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-131349000000.0,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,147256000000.0,--,-819000000.0,312000000.0,--,--,--,146749000000.0,73992000000.0,12293000000.0,--,13165000000.0,8417000000.0,13110000000.0,300000000.0,--,--,121592000000.0,315000000.0,25157000000.0,3033000000.0,92308000000.0,5378000000.0,176000000.0,--,--,--,98278000000.0,94301000000.0,26000000.0,670000000.0,248000000.0,--,--,95245000000.0,--,3033000000.0,--,--,--,--,--,--,--,--,102000000.0,2099000000.0,--,52312000000.0,--,54513000000.0,--,-54241000000.0,-43000000.0,-26094000000.0,0.0,-26094000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210821
20210331,--,148828000000.0,--,2810000000.0,1660000000.0,--,--,--,153298000000.0,79766000000.0,13209000000.0,--,13995000000.0,3710000000.0,17335000000.0,614000000.0,--,--,130100000000.0,1471000000.0,23198000000.0,-17090000000.0,57676000000.0,13793000000.0,302000000.0,--,--,--,71771000000.0,87861000000.0,316000000.0,625000000.0,59000000.0,--,--,88861000000.0,--,-17090000000.0,--,--,--,--,--,--,--,--,4000000.0,675000000.0,7416000000.0,7838000000.0,--,8517000000.0,--,-8517000000.0,-12000000.0,-2421000000.0,78209000000.0,75788000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210429
20201231,--,155834000000.0,--,4239000000.0,--,--,--,--,160073000000.0,90412000000.0,13408000000.0,--,12392000000.0,3735000000.0,20729000000.0,460000000.0,--,--,144793000000.0,3657000000.0,15280000000.0,-5848000000.0,33542000000.0,14010000000.0,45000000.0,--,0.0,--,47597000000.0,49746000000.0,204000000.0,3402000000.0,93000000.0,--,--,53445000000.0,--,-5848000000.0,--,0.0,387000000.0,0.0,--,2719000000.0,--,3106000000.0,--,2611000000.0,--,559000000.0,--,3170000000.0,--,-64000000.0,-88000000.0,9280000000.0,0.0,9280000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210324
20200930,--,134865000000.0,--,1061000000.0,--,--,--,--,135926000000.0,82280000000.0,11038000000.0,--,16721000000.0,2854000000.0,22823000000.0,1028000000.0,--,--,138970000000.0,2226000000.0,-3044000000.0,-4720000000.0,45078000000.0,15662000000.0,40000000.0,--,0.0,--,60780000000.0,60216000000.0,276000000.0,4992000000.0,16000000.0,--,--,65500000000.0,--,-4720000000.0,--,0.0,56000000.0,0.0,--,4358000000.0,--,4414000000.0,--,9077000000.0,--,253000000.0,--,9330000000.0,--,-4916000000.0,-345000000.0,-13025000000.0,0.0,-13025000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201029
