报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,18985476219.0,--,28575619304.0,3845003361.0,1841165229.0,42405369208.0,--,95652633321.0,12210416661.0,10000124904.0,1564228646.0,40147462163.0,--,--,67972385684.0,--,27680247637.0,--,87942531421.0,1073211036.0,9237354.0,--,--,--,89024979811.0,98976338573.0,986941799.0,--,--,--,99963280372.0,--,-10938300561.0,--,190.0,--,15900000000.0,--,66174418606.0,--,82074418796.0,20900000000.0,6306808101.0,58498671.0,70697571243.0,--,97962878015.0,--,-15888459219.0,483324738.0,1336812595.0,156214305943.0,157551118538.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,--,--,11928298225.0,--,27246516299.0,6285850978.0,12530002111.0,30364944555.0,--,88355612168.0,10030148533.0,6542429153.0,1144078530.0,44119659360.0,--,--,64390769659.0,--,23964842509.0,--,73166927351.0,597057406.0,3762885.0,--,--,--,73767747642.0,78274114885.0,608312823.0,--,--,--,78882427708.0,--,-5114680066.0,--,190.0,--,7900000000.0,--,36939934563.0,--,44839934753.0,10900000000.0,3329727964.0,53125544.0,43745887635.0,--,58028741143.0,--,-13188806390.0,361517075.0,6022873128.0,156214305943.0,162237179071.0,--,3849534411.0,--,151609471.0,117489150.0,75103409.0,--,--,-1434630.0,--,-6201033270.0,--,-155813263.0,--,--,-4303997450.0,-6864057744.0,--,36950409985.0,--,23964842509.0,--,--,--,162237179071.0,156214305943.0,--,--,--,--,6022873128.0,20220831
20220331,--,--,--,6488554824.0,--,13394501896.0,2335914320.0,4962031967.0,3384968350.0,--,30565971357.0,2170448426.0,4409386133.0,833088623.0,9396227298.0,--,--,25922097665.0,--,4643873692.0,--,51258775341.0,425660809.0,384314.0,--,--,--,51684820464.0,55754606525.0,281887002.0,--,--,--,56036493527.0,--,-4351673063.0,--,--,--,7900000000.0,--,24166865640.0,--,32066865640.0,2800000000.0,1788200322.0,14104953.0,20106677857.0,--,24708983132.0,--,7357882508.0,-249051150.0,7401031987.0,156214305943.0,163615337930.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220430
20211231,--,--,--,26619434271.0,16920017335.0,--,54193607952.0,22785626006.0,--,--,120518685564.0,10765256106.0,--,3237512905.0,7653356650.0,15855001814.0,--,88568968839.0,--,31949716725.0,--,42432404748.0,1607630359.0,--,--,251610372.0,--,44291645479.0,50552079460.0,1058414313.0,11629041.0,--,--,51622122814.0,--,-7330477335.0,--,--,--,56500000000.0,--,59832018240.0,--,116332018240.0,14776000000.0,6073073726.0,47172588.0,69910874106.0,--,90807120420.0,--,25524897820.0,-1531308670.0,48612828540.0,107601477403.0,156214305943.0,--,10809921669.0,--,261820266.0,154581407.0,109158847.0,--,--,4623401.0,--,-12644407721.0,--,-311139765.0,--,--,-9824268762.0,105237706404.0,--,-62097364264.0,--,31949716725.0,--,--,--,156214305943.0,107601477403.0,--,--,--,--,48612828540.0,20220331
20210930,--,--,--,18285522067.0,3212432754.0,--,38457923352.0,23022512506.0,--,--,82978390679.0,8822534355.0,--,2403807543.0,6985231088.0,8787128259.0,--,71443900779.0,--,11534489900.0,--,32215059555.0,1022878613.0,--,--,160532438.0,--,33398470606.0,37799486493.0,750864039.0,2683539.0,--,--,38553034071.0,--,-5154563465.0,--,--,--,49000000000.0,--,46564215912.0,--,95564215912.0,10376000000.0,4358175018.0,4235256.0,52180259144.0,--,66918669418.0,--,28645546494.0,-722732247.0,34302740682.0,107601477403.0,141904218085.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,--,--,10908452201.0,--,--,34995606645.0,15398710183.0,--,--,61302769029.0,7305313571.0,10809408450.0,1425057921.0,4654784137.0,1126349734.0,--,66833966529.0,--,-5531197500.0,--,20405635264.0,800715840.0,5090063.0,--,--,--,21211441167.0,20290554526.0,408265150.0,--,--,--,20698819676.0,--,512621491.0,--,--,--,41500000000.0,--,34572864448.0,--,76072864448.0,4000000000.0,2018816183.0,3783821.0,37449831335.0,--,43472431339.0,--,32600433109.0,-778595672.0,26803261428.0,107601477403.0,134404738831.0,--,5015927576.0,--,121075874.0,68036590.0,47189885.0,--,--,-1427204.0,--,-11122500821.0,--,-265043815.0,--,--,-17699477466.0,58290615771.0,--,-40260184036.0,--,-5531197500.0,--,--,--,134404738831.0,107601477403.0,--,--,--,--,26803261428.0,20210828
20210331,--,--,--,5520062513.0,--,--,20146821402.0,8997563581.0,--,--,34664447496.0,3269022575.0,3103787512.0,752056756.0,2929826545.0,7735673038.0,--,46936333469.0,--,-12271885973.0,--,5609219044.0,340724129.0,5111991.0,--,--,--,5955055164.0,9861387011.0,150754252.0,--,--,--,10012141263.0,--,-4057086099.0,--,--,--,27000000000.0,--,23003797364.0,--,50003797364.0,2000000000.0,718527401.0,2215941.0,16263158372.0,--,18983901714.0,--,31019895650.0,-491368265.0,14199555313.0,107601477403.0,121801032716.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,--,--,21023732814.0,10470965380.0,--,16940361099.0,23055610235.0,--,--,71490669528.0,7724206617.0,--,3064695179.0,17310022245.0,3971441509.0,--,92741246248.0,--,-21250576720.0,--,39068118584.0,819534578.0,31576002.0,--,--,--,39919229164.0,47048454517.0,460252973.0,469103820.0,--,--,47977811310.0,--,-8058582146.0,--,--,--,63500000000.0,--,98262991045.0,--,161762991045.0,21000000000.0,4193836240.0,129280579.0,70451850524.0,--,95774967343.0,--,65988023702.0,-625912988.0,36052951848.0,71548525555.0,107601477403.0,--,7262139354.0,--,208381895.0,146068585.0,78047835.0,--,--,-708423.0,--,5921265185.0,--,-774130478.0,--,--,-43622300798.0,69330289311.0,--,-61340704242.0,--,-21250576720.0,--,--,--,107601477403.0,71548525555.0,--,--,--,--,36052951848.0,20210331
20200930,--,--,--,14026473737.0,961104075.0,16741651457.0,9201203181.0,20065054668.0,--,--,60995487118.0,6617687909.0,--,2103711864.0,11909734409.0,23928848052.0,--,55390310412.0,--,5605176706.0,--,30125365196.0,405773204.0,5771593.0,--,--,--,30536909993.0,39299645163.0,287075574.0,469103820.0,--,--,40055824557.0,--,-9518914564.0,--,--,--,38500000000.0,--,69275512371.0,--,107775512371.0,15500000000.0,2855591002.0,4735365.0,49380185787.0,--,67740512154.0,--,40035000217.0,-983296529.0,35137965830.0,71548525555.0,106686491385.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201030
20200630,--,--,--,8459271652.0,3149379449.0,17443804670.0,5535239028.0,16925167731.0,--,--,51512862530.0,5356509334.0,--,1525974704.0,7865255022.0,--,--,44879502819.0,--,6633359711.0,--,25159831312.0,205596586.0,4890630.0,--,--,--,25370318528.0,32450200650.0,165382047.0,469103820.0,--,--,33084686517.0,--,-7714367989.0,--,--,--,23500000000.0,--,38633527777.0,--,62133527777.0,9500000000.0,1832385642.0,3601566.0,32337906517.0,--,43673893725.0,--,18459634052.0,409743685.0,17788369459.0,71548525555.0,89336895014.0,--,3078753437.0,--,101560126.0,71856222.0,35983849.0,--,--,977879.0,--,2092233502.0,--,-478179016.0,--,--,-14751535586.0,33743384846.0,--,-17709795117.0,--,6633359711.0,--,--,--,89336895014.0,71548525555.0,--,--,--,--,17788369459.0,20201012
