报告期,经营活动产生的现金流量*,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,支付手续费的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,141462550000.0,58342830000.0,--,57339724000.0,28448303000.0,2194599000.0,--,291538340000.0,77389047000.0,8424313000.0,5544512000.0,9037615000.0,8147930000.0,9457817000.0,30198846000.0,134287359000.0,--,282487439000.0,--,-21553531000.0,--,310044328000.0,23640984000.0,1570000.0,--,--,--,333686882000.0,354624939000.0,615474000.0,--,--,355240413000.0,--,--,--,--,--,540005298000.0,--,--,--,540005298000.0,504859507000.0,11592478000.0,--,603031000.0,--,517055016000.0,--,22950282000.0,902048000.0,11349700000.0,56478533000.0,67828233000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221027
20220630,--,102291719000.0,49801084000.0,--,38703626000.0,19922927000.0,473389000.0,--,215956612000.0,57341547000.0,5102044000.0,4004339000.0,3810562000.0,6243459000.0,1954064000.0,20738188000.0,78876340000.0,--,178070543000.0,--,-44805973000.0,--,177682028000.0,19874959000.0,109000.0,--,--,--,197557096000.0,241967717000.0,395352000.0,--,--,242363069000.0,--,--,--,--,--,325127060000.0,--,--,--,325127060000.0,319246089000.0,2797335000.0,--,347358000.0,--,322390782000.0,--,2736278000.0,456499000.0,-3727127000.0,56478533000.0,52751406000.0,--,12693556000.0,--,--,--,--,--,--,156000.0,--,301513000.0,--,-3539621000.0,--,--,--,-110523146000.0,142093771000.0,--,-11929420000.0,--,37886069000.0,--,--,--,52751406000.0,56478533000.0,--,--,--,--,-3727127000.0,20220826
20220331,--,45017992000.0,39964259000.0,--,20025674000.0,17048593000.0,3416115000.0,--,128196038000.0,35860925000.0,6054206000.0,2925220000.0,336566000.0,266120000.0,4645354000.0,9884431000.0,37632353000.0,--,97605175000.0,--,-16822689000.0,--,96357540000.0,7780429000.0,32269000.0,--,--,--,104170238000.0,120854123000.0,138804000.0,--,--,120992927000.0,--,--,--,--,--,178232939000.0,--,--,--,178232939000.0,163908810000.0,1763290000.0,--,178442000.0,--,165850542000.0,--,12382397000.0,-61428000.0,26089143000.0,56478533000.0,82567676000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,223246046000.0,--,--,78719936000.0,--,53568403000.0,--,356500217000.0,133673054000.0,--,6290773000.0,69178377000.0,9335470000.0,10099711000.0,43170383000.0,95811208000.0,--,367558976000.0,--,-51603223000.0,--,361216324000.0,29072972000.0,19757000.0,--,--,--,390309053000.0,440953729000.0,958547000.0,--,--,441912276000.0,--,--,--,--,--,839978157000.0,--,--,--,839978157000.0,756380448000.0,13370076000.0,--,784068000.0,--,770534592000.0,--,69443565000.0,-273931000.0,6507652000.0,49970881000.0,56478533000.0,--,22080368000.0,--,--,--,--,--,--,-12627000.0,--,662686000.0,--,-6319555000.0,--,--,--,-137036243000.0,113801070000.0,--,-24200840000.0,--,-11058759000.0,--,--,--,56478533000.0,49970881000.0,--,--,--,--,6507652000.0,20220422
20210930,--,211339652000.0,--,--,58360311000.0,3851214000.0,19025267000.0,--,295358759000.0,118759658000.0,7529064000.0,5013748000.0,55191601000.0,7420860000.0,8884089000.0,31293235000.0,50878407000.0,--,284970662000.0,--,-54184115000.0,--,284403038000.0,22824825000.0,5246000.0,--,--,--,307233109000.0,360861042000.0,556182000.0,--,--,361417224000.0,--,--,--,--,--,653508426000.0,--,--,--,653508426000.0,576240950000.0,9607672000.0,--,558792000.0,--,586407414000.0,--,67101012000.0,-211122000.0,23093872000.0,49970881000.0,73064753000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211028
20210630,--,156054958000.0,84812000.0,--,38872134000.0,6337753000.0,11149101000.0,--,213632830000.0,89953198000.0,11905618000.0,3656414000.0,30901454000.0,5128878000.0,5657025000.0,20353939000.0,10976975000.0,--,178533501000.0,--,-52695298000.0,--,274858686000.0,13547287000.0,1725000.0,--,--,--,288407698000.0,340829445000.0,273551000.0,--,--,341102996000.0,--,--,--,--,--,401677729000.0,--,--,--,401677729000.0,353215905000.0,2493086000.0,--,521678000.0,--,356230669000.0,--,45447060000.0,-217563000.0,27633528000.0,49970881000.0,77604409000.0,--,12297354000.0,--,--,--,--,--,--,1841000.0,--,-1101842000.0,--,-3231396000.0,--,--,--,-91188536000.0,120408523000.0,--,-10829667000.0,--,35099329000.0,--,--,--,77604409000.0,49970881000.0,--,--,--,--,27633528000.0,20210820
20210331,--,85909855000.0,261214000.0,--,18789050000.0,--,10328893000.0,--,115947416000.0,51391337000.0,8798725000.0,2553919000.0,31098974000.0,1278470000.0,526292000.0,9288506000.0,25451571000.0,--,130387794000.0,--,-14915086000.0,--,97145886000.0,5430447000.0,34881000.0,--,--,--,102611214000.0,117367305000.0,158995000.0,--,--,117526300000.0,--,--,--,--,--,153874692000.0,--,--,--,153874692000.0,104353701000.0,828596000.0,--,163072000.0,--,105345369000.0,--,48529323000.0,24748000.0,19198607000.0,49970881000.0,69169488000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,151394294000.0,33642647000.0,--,66572487000.0,1354330000.0,14943664000.0,--,269778152000.0,139076427000.0,3415815000.0,5565421000.0,20347319000.0,9927503000.0,9838659000.0,42624024000.0,26511033000.0,--,257306201000.0,--,4116629000.0,--,641826148000.0,29975651000.0,7014000.0,--,--,--,671808813000.0,666563996000.0,1128188000.0,--,--,667692184000.0,--,--,--,--,--,634253113000.0,--,--,--,634253113000.0,635158945000.0,12286199000.0,--,--,--,647445144000.0,--,-13192031000.0,-734682000.0,2661867000.0,47309014000.0,49970881000.0,--,20914871000.0,--,--,--,--,--,--,6003000.0,--,-1363876000.0,--,-7938636000.0,--,--,--,-195330991000.0,196826321000.0,--,-18915474000.0,--,12471951000.0,--,--,--,49970881000.0,47309014000.0,--,--,--,--,2661867000.0,20210424
20200930,--,141895407000.0,18260794000.0,--,52373031000.0,4287047000.0,239530000.0,--,219227323000.0,104730357000.0,1310955000.0,4310771000.0,5296388000.0,7704782000.0,16086987000.0,31182569000.0,33435733000.0,--,204058542000.0,--,-17047660000.0,--,331219299000.0,21827116000.0,26317000.0,--,--,--,353072732000.0,369727947000.0,389145000.0,3300000.0,--,370120392000.0,--,--,--,--,--,482079511000.0,--,--,--,482079511000.0,461621904000.0,9194385000.0,--,--,--,470816289000.0,--,11263222000.0,-232363000.0,9151980000.0,47309013000.0,56460993000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201024
20200630,--,120617489000.0,3622074000.0,--,34372377000.0,9027616000.0,10492870000.0,--,194048939000.0,62877397000.0,259726000.0,3189302000.0,--,5977374000.0,9163597000.0,19494702000.0,21501995000.0,--,122464093000.0,--,-7665021000.0,--,219505452000.0,15149914000.0,3988000.0,--,--,--,234659354000.0,242130798000.0,193577000.0,--,--,242324375000.0,--,--,--,--,--,287935014000.0,--,--,--,287935014000.0,301107165000.0,2321710000.0,--,--,--,303428875000.0,--,-15493861000.0,198851000.0,48624815000.0,47309014000.0,95933829000.0,--,11148126000.0,--,--,--,--,--,--,32000.0,--,276120000.0,--,-4568459000.0,--,--,--,-85144813000.0,151651477000.0,--,-10356313000.0,--,71584846000.0,--,--,--,95933829000.0,47309014000.0,--,--,--,--,48624815000.0,20200822
