报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,741760483.88,32517696.46,46864371.64,14346675.18,108943510.02,--,--,13786447.33,-652117.15,--,-10933981.48,-1611015.4,5474775.27,592344291.02,-5663.63,667532682.56,2833190.62,63022090.13,--,594273656.45,--,--,74227801.32,7.21,20560.02,--,--,--,74207248.51,24751612.06,--,--,--,49455636.45,-770367.96,50226004.41,3785439.35,53241075.8,-770367.96,54011443.76,--,0.11,0.11,20221028
20220630,814411655.93,41432394.05,53011900.05,11579506.0,123481604.44,--,--,-31200754.28,709887.89,--,56196695.51,-1551466.88,186927.79,626382451.55,-920.13,693157652.42,3830668.1,62423766.07,--,621845695.84,--,--,121254003.51,5.39,441457.2,--,--,--,120812551.7,28410951.23,--,--,--,92401600.47,512381.99,91889218.48,3738042.57,96139643.04,512381.99,95627261.05,--,0.21,0.21,20220826
20220331,383629790.22,46783008.82,57252680.96,10469672.14,183340254.68,--,--,64621859.76,-1063456.76,--,-74843047.31,301089.54,499409.63,163738582.35,-82219.08,250924548.9,3336896.94,79415713.76,--,158985654.99,--,--,132705241.32,181116.25,5031816.89,--,--,--,127854540.68,32674193.17,--,--,--,95180347.51,-149816.05,95330163.56,-583554.09,94596793.42,-149816.05,94746609.47,--,0.21,0.21,20220429
20211231,475104630.64,50378733.19,62502814.2,12124081.01,214838519.32,--,--,7871586.33,1323654.79,--,61303618.33,575231.44,155865.86,142120916.57,46050.79,292387243.13,3738296.4,140044825.3,--,140476311.18,--,--,182717387.51,345884.38,55492.69,--,--,--,183007779.2,49572487.77,--,--,--,133435291.43,-274401.41,133709692.84,-1377274.62,132058016.81,-274401.41,132332418.22,--,0.3,0.3,20220331
20210930,590211411.45,49389809.42,60863753.5,11473944.08,237301401.58,--,--,80125136.85,-169622.7,--,-57646908.57,47830.78,23172.11,280386704.11,548604.78,414334373.57,3279474.09,116675767.41,--,280309119.66,--,--,175877037.88,5.35,77036.11,--,--,--,175800007.12,43536789.24,--,--,--,132263217.88,-21001.35,132284219.23,87752.75,132350970.63,-21001.35,132371971.98,--,0.3,0.29,20211027
20210630,645593993.7,49657867.77,54374674.51,4716806.74,275674438.73,--,--,20036248.92,146738.24,--,20715233.33,329414.93,21379.51,279225014.0,-29943.1,441017390.35,3545498.06,144524090.93,--,279213348.03,--,--,204576603.35,2.6,187602.4,--,--,--,204389003.55,54604217.72,--,--,--,149784785.83,0.0,149784785.83,-1191667.94,148593117.89,0.0,148593117.89,--,0.33,0.33,20210826
20210331,416971237.07,41052383.9,53180811.74,12128427.84,221499039.51,--,--,57500858.0,-31911.59,--,-48005969.98,17134.79,813850.73,144108039.6,-14099.48,294575241.24,2590970.49,138309131.06,--,143162043.71,10821647.43,--,122395995.83,6605.9,2067.08,--,--,--,122400534.65,34241719.15,--,--,--,88158815.5,0.0,88158815.5,322422.13,88481237.63,0.0,88481237.63,--,0.2,0.2,20210427
20201231,576952360.28,29204472.35,43680586.32,14476113.97,214572957.79,--,--,82408999.31,-263172.72,--,-19428193.23,970281.92,28172.61,269195422.09,247.44,420983090.66,2727071.23,139647526.34,--,270026609.41,--,--,155969269.62,33566.37,68463.61,--,--,--,155934372.38,38737800.77,--,--,--,117196571.61,0.0,117196571.61,-3506951.15,113689620.46,0.0,113689620.46,--,0.26,0.27,20210331
20200930,319393326.8,21283390.16,23486360.28,2202970.12,151951268.08,--,--,32407715.93,0.0,--,-10618780.67,652682.22,488472.23,123186900.15,41678.7,235500132.29,1838116.6,100460210.7,--,125487170.15,--,--,83893194.51,62222.18,13546.08,--,--,--,83941870.61,23672778.01,--,--,--,60269092.6,--,60269092.6,-2746142.34,57522950.26,--,57522950.26,--,0.14,0.13,20201029
20200630,277511636.48,21664409.48,47785768.0,4954595.23,104622985.23,--,--,23230705.45,0.0,--,-10291034.91,22585.03,191031.64,138074225.25,-3270.69,210122533.66,1774923.43,56114801.25,--,147222260.69,--,--,67389102.82,1.48,70655.23,--,--,--,67318449.07,16790344.72,--,--,--,50528104.35,--,50528104.35,-20564.43,50507539.92,--,50507539.92,--,0.11,0.11,20200826
