报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,3313680000.0,2149610000.0,5054280000.0,2904670000.0,415939000.0,479586000.0,63647000.0,607710000.0,--,--,-220721000.0,303735000.0,47639000.0,9879000.0,-111000.0,2816145000.0,37488000.0,1224667000.0,0.0,41000.0,--,--,497535000.0,980000.0,2411000.0,--,--,--,496104000.0,-104613000.0,--,--,--,600717000.0,24136000.0,576581000.0,306085000.0,906802000.0,24136000.0,882666000.0,--,0.01,0.01,20221029
20220630,3532052000.0,2058374000.0,5018071000.0,2959697000.0,423783000.0,517209000.0,93426000.0,568198000.0,--,--,5350000.0,457706000.0,19200000.0,4000.0,-563000.0,2086710000.0,38933000.0,945703000.0,0.0,22000.0,--,--,1445342000.0,910000.0,411000.0,--,--,--,1445841000.0,182310000.0,--,--,--,1263531000.0,30805000.0,1232726000.0,-2553000.0,1260978000.0,30805000.0,1230173000.0,--,0.21,0.21,20220827
20220331,2677018000.0,1916376000.0,4740739000.0,2824363000.0,412062000.0,463426000.0,51364000.0,321720000.0,--,--,60022000.0,-39050000.0,5714000.0,559000.0,-385000.0,1800380000.0,36156000.0,801667000.0,6027000.0,99000.0,--,--,876638000.0,4546000.0,2654000.0,--,--,--,878530000.0,81727000.0,--,--,--,796803000.0,11134000.0,785669000.0,-76459000.0,720344000.0,11134000.0,709210000.0,--,0.15,0.15,20220430
20211231,2948269000.0,1870917000.0,4678455000.0,2807538000.0,755028000.0,839420000.0,84392000.0,475871000.0,--,--,-48052000.0,-116341000.0,11857000.0,11000.0,-1022000.0,2524437000.0,35217000.0,1244426000.0,--,--,--,--,423832000.0,9611000.0,5124000.0,--,--,--,428319000.0,-93765000.0,--,--,--,522084000.0,17846000.0,504238000.0,70501000.0,592585000.0,17846000.0,574739000.0,--,0.1,0.1,20220326
20210930,2860869000.0,1866551000.0,4648505000.0,2781954000.0,429773000.0,489495000.0,59722000.0,241208000.0,--,--,278345000.0,39052000.0,5439000.0,497000.0,4000.0,2202064000.0,33644000.0,1066047000.0,--,--,--,--,658805000.0,3169000.0,5471000.0,--,--,--,656503000.0,18346000.0,--,--,--,638157000.0,17321000.0,620836000.0,281242000.0,919399000.0,17321000.0,902078000.0,--,0.03,0.03,20211030
20210630,2486890000.0,1896699000.0,4505844000.0,2609145000.0,363417000.0,409916000.0,46499000.0,177169000.0,--,--,181541000.0,-134158000.0,2294000.0,34000.0,-106000.0,1062659000.0,36110000.0,751327000.0,--,--,--,--,1424231000.0,2852000.0,3944000.0,--,--,--,1423139000.0,251916000.0,--,--,--,1171223000.0,19040000.0,1152183000.0,162106000.0,1333329000.0,19040000.0,1314289000.0,--,0.24,0.24,20210831
20210331,2839989000.0,2011458000.0,4376131000.0,2364673000.0,406908000.0,436526000.0,29618000.0,289163000.0,--,--,61619000.0,63539000.0,7065000.0,539000.0,-302000.0,2123803000.0,34631000.0,714336000.0,--,--,--,--,716186000.0,4326000.0,3063000.0,--,--,--,717449000.0,55700000.0,--,--,--,661749000.0,16342000.0,645407000.0,199933000.0,861682000.0,16342000.0,845340000.0,--,0.14,0.14,20210430
20201231,2121201000.0,1940429000.0,4271694000.0,2331265000.0,364243000.0,415354000.0,51111000.0,295215000.0,--,--,-144253000.0,-345072000.0,12299000.0,358000.0,-2018000.0,1768141000.0,33737000.0,1303019000.0,--,75000.0,--,--,353060000.0,-3859000.0,6171000.0,--,--,--,343030000.0,-62636000.0,--,--,--,405666000.0,19340000.0,386326000.0,55033000.0,460699000.0,19340000.0,441359000.0,--,0.06,0.06,20210331
20200930,2334813000.0,2214890000.0,4602066000.0,2387176000.0,283329000.0,331737000.0,48408000.0,76928000.0,--,--,101276000.0,-342930000.0,1712000.0,852000.0,-1244000.0,1807484000.0,29813000.0,852579000.0,--,369000.0,--,--,527329000.0,1877000.0,3482000.0,--,--,--,525724000.0,42583000.0,--,--,--,483141000.0,5912000.0,477229000.0,-465225000.0,17916000.0,5912000.0,12004000.0,--,0.0,0.0,20201031
20200630,3169825000.0,2007824000.0,4243043000.0,2235219000.0,667900000.0,707696000.0,39796000.0,560678000.0,--,--,-71868000.0,-796000.0,5863000.0,563000.0,-339000.0,1966544000.0,36267000.0,715921000.0,--,76000.0,--,--,1203281000.0,4889000.0,3100000.0,--,--,--,1205070000.0,215106000.0,--,--,--,989964000.0,14215000.0,975749000.0,-561143000.0,428821000.0,14215000.0,414606000.0,--,0.22,0.22,20200829
