报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,108596000000.0,81408000000.0,197874000000.0,116466000000.0,14370000000.0,18180000000.0,3810000000.0,10005000000.0,--,--,-3898000000.0,2848000000.0,220000000.0,3643000000.0,--,72579000000.0,1343000000.0,33818000000.0,558000000.0,2179000000.0,--,--,36017000000.0,89000000.0,161000000.0,--,--,--,35945000000.0,1908000000.0,--,--,--,34037000000.0,259000000.0,33778000000.0,-738000000.0,33299000000.0,550000000.0,32749000000.0,--,0.68,0.68,20221029
20220630,74199000000.0,54823000000.0,131728000000.0,76905000000.0,9865000000.0,12253000000.0,2388000000.0,6250000000.0,--,--,-1688000000.0,2263000000.0,101000000.0,2585000000.0,--,47664000000.0,883000000.0,21064000000.0,310000000.0,1447000000.0,--,--,26535000000.0,69000000.0,85000000.0,--,--,--,26519000000.0,1635000000.0,--,--,--,24884000000.0,246000000.0,24638000000.0,-938000000.0,23946000000.0,419000000.0,23527000000.0,--,0.49,0.49,20220827
20220331,36634000000.0,27547000000.0,65374000000.0,37827000000.0,5452000000.0,6540000000.0,1088000000.0,3199000000.0,--,--,-1513000000.0,653000000.0,70000000.0,1226000000.0,--,21153000000.0,406000000.0,9543000000.0,167000000.0,737000000.0,--,--,15481000000.0,61000000.0,12000000.0,--,--,--,15530000000.0,1711000000.0,--,--,--,13819000000.0,95000000.0,13724000000.0,-1580000000.0,12239000000.0,92000000.0,12147000000.0,--,0.31,0.31,20220430
20211231,168804000000.0,125775000000.0,277679000000.0,151904000000.0,27566000000.0,33135000000.0,5569000000.0,11467000000.0,--,--,-1472000000.0,461000000.0,285000000.0,4722000000.0,--,132662000000.0,1949000000.0,49232000000.0,1375000000.0,2708000000.0,--,--,36142000000.0,115000000.0,657000000.0,--,--,--,35600000000.0,747000000.0,--,--,--,34853000000.0,472000000.0,34381000000.0,2271000000.0,37124000000.0,510000000.0,36614000000.0,--,0.71,0.71,20220330
20210930,130635000000.0,97797000000.0,211083000000.0,113286000000.0,18524000000.0,22430000000.0,3906000000.0,8041000000.0,--,--,2039000000.0,389000000.0,290000000.0,3555000000.0,--,92394000000.0,1397000000.0,31973000000.0,549000000.0,1952000000.0,--,--,38241000000.0,29000000.0,233000000.0,--,--,--,38037000000.0,2257000000.0,--,--,--,35780000000.0,293000000.0,35487000000.0,3337000000.0,39117000000.0,368000000.0,38749000000.0,--,0.75,0.75,20211030
20210630,87775000000.0,65753000000.0,140736000000.0,74983000000.0,12684000000.0,15359000000.0,2675000000.0,4782000000.0,--,--,2141000000.0,-111000000.0,114000000.0,2412000000.0,--,58630000000.0,945000000.0,19421000000.0,501000000.0,1220000000.0,--,--,29145000000.0,20000000.0,225000000.0,--,--,--,28940000000.0,2203000000.0,--,--,--,26737000000.0,181000000.0,26556000000.0,659000000.0,27396000000.0,207000000.0,27189000000.0,--,0.56,0.56,20210828
20210331,43072000000.0,33889000000.0,70841000000.0,36952000000.0,6920000000.0,8173000000.0,1253000000.0,1248000000.0,--,--,245000000.0,-154000000.0,30000000.0,894000000.0,--,26165000000.0,457000000.0,9381000000.0,203000000.0,608000000.0,--,--,16907000000.0,8000000.0,29000000.0,--,--,--,16886000000.0,2270000000.0,--,--,--,14616000000.0,-131000000.0,14747000000.0,893000000.0,15509000000.0,-121000000.0,15630000000.0,--,0.34,0.34,20210430
20201231,184951000000.0,135224000000.0,286593000000.0,151369000000.0,27664000000.0,33113000000.0,5449000000.0,16019000000.0,--,--,440000000.0,1147000000.0,568000000.0,3889000000.0,--,147760000000.0,2051000000.0,48434000000.0,1628000000.0,2659000000.0,--,--,37191000000.0,71000000.0,556000000.0,--,--,--,36706000000.0,1604000000.0,--,--,--,35102000000.0,793000000.0,34309000000.0,-4284000000.0,30818000000.0,584000000.0,30234000000.0,--,0.71,0.71,20210331
20200930,143321000000.0,105011000000.0,219820000000.0,114809000000.0,20269000000.0,23973000000.0,3704000000.0,15848000000.0,--,--,-1969000000.0,1028000000.0,286000000.0,2848000000.0,--,100218000000.0,1533000000.0,33129000000.0,1130000000.0,1961000000.0,--,--,43103000000.0,47000000.0,360000000.0,--,--,--,42790000000.0,4897000000.0,--,--,--,37893000000.0,564000000.0,37329000000.0,-4409000000.0,33484000000.0,556000000.0,32928000000.0,--,0.79,0.79,20201031
20200630,98108000000.0,69020000000.0,147538000000.0,78518000000.0,14562000000.0,16798000000.0,2236000000.0,13618000000.0,--,--,-1671000000.0,475000000.0,233000000.0,1871000000.0,--,64913000000.0,1005000000.0,19654000000.0,3000000.0,1237000000.0,--,--,33195000000.0,38000000.0,150000000.0,--,--,--,33083000000.0,4303000000.0,--,--,--,28780000000.0,327000000.0,28453000000.0,-1769000000.0,27011000000.0,309000000.0,26702000000.0,--,0.61,0.61,20200829
