报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,1271232081.7,364210967.29,542112310.65,177901343.36,980762335.81,983191963.41,2429627.6,92318400.38,-156973.2,--,-172559260.39,--,5988839.72,492249.99,18548.9,451120244.41,13509788.67,315222989.83,--,497543.1,--,--,820111837.29,0.08,1454401.62,--,--,--,818657435.75,204899781.31,--,--,--,613757654.44,--,613757654.44,-26141855.95,587615798.49,--,587615798.49,--,0.1548,0.1548,20221024
20220630,970567792.3,202780321.86,346105797.45,143325475.59,661323403.62,661771182.3,447778.68,86423008.6,-119594.43,--,18691608.07,--,869139.72,461761.53,18548.9,348207530.57,9094187.61,203633369.89,--,331695.4,--,--,622360261.73,0.08,1372433.82,--,--,--,620987827.99,155386184.88,--,--,--,465601643.11,--,465601643.11,-26141855.95,439459787.16,--,439459787.16,--,0.1175,0.1175,20220830
20220331,326141550.84,88850956.84,184345398.16,95494441.32,314962937.67,315297126.36,334188.69,42511162.27,-62372.62,--,-121107861.23,--,869139.72,36666.67,18548.9,90332970.98,4434407.28,94937308.16,--,165847.7,--,--,235808579.86,--,1052570.0,--,--,--,234756009.86,58770257.38,--,--,--,175985752.48,--,175985752.48,-26141855.95,149843896.53,--,149843896.53,--,0.0444,0.0444,20220428
20211231,1908556376.16,294767191.47,544971961.21,250204769.74,1215720267.11,1216622455.73,902188.62,240886314.96,-270623.82,--,131170665.81,--,6133103.08,1835612.92,18043220.81,931068139.02,19060602.92,517464450.07,--,826190.24,--,--,977488237.14,96552.18,163678.06,--,--,--,977421111.26,245196456.72,--,--,--,732224654.54,--,732224654.54,-156295058.87,575929595.67,--,575929595.67,--,0.1847,0.1847,20220428
20210930,1474287319.87,174301780.99,379546580.82,205244799.83,918058836.67,918674851.5,616014.83,139094274.71,-208944.88,--,217026733.51,--,6133103.08,1640565.3,18032025.61,698868326.81,14038532.9,446853915.71,--,660342.54,--,--,775418993.06,96552.18,51449.88,--,--,--,775464095.36,191195636.6,--,--,--,584268458.76,--,584268458.76,-155933851.64,428334607.12,--,428334607.12,--,0.1474,0.1474,20211028
20210630,939408114.72,76887884.97,240313471.32,163425586.35,625994629.72,626437153.19,442523.47,110604476.62,-142925.63,--,103497732.23,--,3133103.08,1225902.95,18064385.15,353702027.55,9203530.25,197040871.27,--,440228.36,--,--,585706087.17,0.18,47452.7,--,--,--,585658634.65,146614911.51,--,--,--,439043723.14,--,439043723.14,-38798096.74,400245626.4,--,400245626.4,--,0.1108,0.1108,20210823
20210331,347846593.63,19904565.95,119766462.99,99861897.04,317027244.04,317112273.19,85029.15,9157941.5,-25291.61,--,-18517501.41,--,1133103.08,1076855.32,18064385.15,116472054.52,5279974.95,105123214.55,--,220114.18,--,--,231374539.11,--,47452.7,--,--,--,231327086.41,58495496.78,--,--,--,172831589.63,--,172831589.63,--,172831589.63,--,172831589.63,--,0.0436,0.0436,20210428
20201231,2125822543.78,179383857.85,459982027.77,280598169.92,1212519415.08,1214089072.47,1569657.39,462766105.23,-229199.58,--,268131562.75,--,773483.02,2247854.62,265.23,1204121007.36,18688604.59,646383641.8,--,5223925.04,--,--,921701536.42,1931439.18,5559469.0,--,--,--,918073506.6,232382731.97,--,--,--,685690774.63,--,685690774.63,250914348.87,936605123.5,--,936605123.5,--,0.173,0.173,20210428
20200930,1555993127.82,145061598.64,340916215.85,195854617.21,906626059.52,907655138.58,1029079.06,326341227.99,-235347.81,--,174901846.01,--,773483.02,2278588.41,10324.23,834508095.99,13785622.18,491030753.08,--,3917943.78,--,--,721485031.83,48099.56,5559469.0,--,--,--,715973662.39,177905853.9,--,--,--,538067808.49,--,538067808.49,250914348.87,788982157.36,--,788982157.36,--,0.1357,0.1357,20201029
20200630,925876433.81,78145619.22,217373996.46,139228377.24,579120178.48,579461545.35,341366.87,190552434.45,-42934.58,--,76041038.85,--,773483.02,1233355.56,10324.23,373185662.81,8533541.97,304337672.28,--,2611962.52,--,--,552690771.0,46748.5,5539469.0,--,--,--,547198050.5,139139702.41,--,--,--,408058348.09,--,408058348.09,250914348.87,658972696.96,--,658972696.96,--,0.1029,0.1029,20200820
20200331,408946780.08,70637810.16,108196707.1,37558896.94,314868336.18,314997078.76,128742.58,43140412.22,-19560.55,--,-21562979.39,--,773483.02,1079393.66,10324.23,123164161.13,3870588.76,113253281.1,--,1298006.05,--,--,285782618.95,0.14,5122899.0,--,--,--,280659720.09,70246501.48,--,--,--,210413218.61,--,210413218.61,-84622799.45,125790419.16,--,125790419.16,--,0.0531,0.0531,20200428
