报告期,资产*,货币资金,其中:客户资金存款,结算备付金,其中:客户备付金,拆出资金,融出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收款项,合同资产,应收利息,存出保证金,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,固定资产,在建工程,无形资产,其中:交易席位费,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,其中:质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,代理买卖证券款,代理承销证券款,应付职工薪酬,长期应付职工薪酬,应交税费,应付款项,应付利息,合同负债,持有待售的负债,代理业务负债,长期借款,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,155060243662.58,102405107825.19,42824719446.34,33507602448.16,--,102209379035.36,430551173599.81,380018637602.15,45198107237.0,5221242818.47,113185942.19,--,--,25115748503.61,14165510350.04,--,17686373017.88,--,--,36982865669.16,--,--,--,18389832623.99,4477064450.55,170618261.54,7397227029.2,--,3154950194.6,697895987.98,228369863.6,1332395872.52,--,--,861843063144.31,--,5570616167.21,--,46167413316.04,48775339291.76,51227645358.14,10660189797.26,132381735736.53,139119324933.12,139651129.6,11335499832.8,--,1312998137.71,113858323728.4,--,246654630.66,--,--,830082995.23,133636013239.5,1903292507.61,101047.62,1937775716.93,--,--,700599213231.5,--,9075589027.0,15691582287.72,--,15691582287.72,70499242428.09,1202324401.85,943081817.83,6569922031.25,38766164277.2,18171454274.83,--,--,--,--,158514711742.07,2729138170.74,161243849912.81,--,--,861843063144.31,20221029
20220630,--,170464987789.5,130448035482.1,24614271483.64,16729778810.02,--,103346385130.55,434014430176.32,387282262849.1,39627669746.86,6980718845.64,123778734.72,--,--,22880609600.47,13837736578.84,--,10141360947.27,--,--,32390558874.06,--,--,--,18635268030.44,4525315076.37,138030380.75,7047772855.49,--,2984527669.84,704761069.02,233936373.3,1995153010.51,--,--,849322706841.57,--,5668726756.2,--,48840030690.92,43339686239.69,40874608810.06,11547959291.09,133289382131.59,158777534276.62,579587200.0,10788338088.14,--,1249912850.99,101944241926.54,--,350610896.15,--,--,793650186.3,124912141466.35,2377925373.39,101047.62,6128337867.84,--,--,692930158442.12,--,9076650000.0,12694870754.7,--,12694870754.7,70651481960.34,1211554866.95,196565967.09,6569922031.25,36342666321.87,18148994595.6,--,--,--,--,152469596763.9,3922951635.55,156392548399.45,--,--,849322706841.57,20220831
20220331,--,159803597228.79,110970923689.26,28704730482.6,19880220747.33,--,107922969709.12,410711565786.43,370775142057.44,31736675880.82,8058611198.86,141136649.31,--,--,18295590663.12,28435711092.75,--,10028854293.13,--,--,31172950731.11,--,--,--,19145497940.56,3939220177.53,116012358.7,6767138191.34,--,2824787324.23,654883352.99,237402752.61,3598643723.67,--,--,833459630799.0,--,5468130404.34,--,53274436447.87,41776567397.64,36073245727.57,9531412841.96,135178960802.8,141382006949.89,49480200.0,13526756555.85,--,1296585522.27,94274975949.76,--,466672351.0,--,--,759654890.26,137770666915.34,2739637242.92,101047.62,1760048454.63,--,--,676523250086.98,--,9076650000.0,12693460641.49,--,12693460641.49,70612496835.5,1231547029.1,-362100172.09,6569922031.25,37753815374.86,18126336782.23,--,--,--,--,153239034464.14,3697346247.88,156936380712.02,--,--,833459630799.0,20220430
20211231,--,147868417148.38,110630616469.61,41590587811.66,33009646957.22,--,116942244715.86,397981814617.47,356082460293.03,32421516638.15,9314699433.8,163138252.49,--,--,15247804557.63,11751970016.35,--,10287173834.91,--,--,27627128576.48,--,--,--,19195235227.79,3949721258.63,96059397.58,6790673483.49,--,2836429475.19,654651402.36,294008001.87,2404471403.98,--,--,806650832690.84,--,8492290086.1,--,53598658159.21,14018720800.58,31122917964.48,10643222088.77,130710001119.81,147501833283.31,38747188.38,12814936611.77,--,2035820163.42,103636913053.56,--,265637111.08,--,--,722815870.97,133338427034.94,2619160783.01,101047.62,1824290637.72,--,--,654615048739.17,--,9076650000.0,9996424528.28,--,9996424528.28,70562359520.68,1231547029.1,-216821635.27,6569922031.25,35559778869.62,18106043631.71,--,--,--,--,148422809917.17,3612974034.5,152035783951.67,--,--,806650832690.84,20220331
20210930,--,177766407846.6,117044419016.17,46761121739.33,37996465988.08,--,115529149722.43,381701019913.39,342098898098.0,30703025299.54,8711936014.0,187160501.85,--,--,14281741321.14,12937494651.25,--,11835200077.55,--,--,30078015658.69,--,--,--,18819800173.34,3752272057.04,93715956.77,6852941446.76,--,2937136683.26,437997608.52,297539817.85,1698447359.43,--,--,826998889850.26,--,1690447489.62,--,48315330569.38,14040660203.96,26047514994.83,9656881011.01,136797224206.11,163207100961.8,397775126.76,11397141480.54,--,1996589680.8,78530464591.89,--,134252531.75,--,--,734666095.42,133464577176.01,2998154499.42,101047.62,53426593966.79,--,--,684165972717.97,--,9076650000.0,2996706792.45,--,2996706792.45,70507643296.29,1231547029.1,-35200523.26,5711066830.18,36360604667.1,15866995788.95,--,--,--,--,139252919822.61,3579997309.68,142832917132.29,--,--,826998889850.26,20211030
20210630,--,185520581184.12,120334425277.03,23378263681.85,17330923630.45,--,128177514441.21,352185149455.71,310993352712.12,33499238110.39,7519277729.12,173280904.08,--,--,12376626971.3,18071368069.34,--,10351526872.28,--,--,26336577261.54,--,--,--,18907076651.23,3763253083.98,71602641.85,5394883472.1,--,2240812066.34,418605021.25,321687525.89,1383506068.96,--,--,790110728651.02,--,14282125385.47,--,34867899417.35,6117116248.62,23050529481.43,13204053371.05,136610383475.9,149271327128.03,2902000.0,10593669165.38,--,846160397.44,60640038120.56,--,106245421.16,--,--,956938159.14,138071335432.94,3379692182.04,101047.62,60616129231.09,--,--,653919179558.7,--,9076650000.0,--,--,--,70400945370.77,1231547029.1,-79252044.41,5711066830.18,33103189797.15,15846133106.73,--,--,--,--,132827186031.32,3364363061.0,136191549092.32,--,--,790110728651.02,20210828
20210331,--,171982349448.05,108327349322.42,28112974377.22,18945740974.87,--,112307701574.36,325298211957.72,286743126543.43,32833170029.81,5567505260.21,154410124.27,--,--,8256696332.62,23451867986.93,--,15326987528.01,--,--,26231806657.06,--,--,--,18672479283.63,3787849585.58,54318389.67,5541013368.43,--,2277574183.13,327482604.85,354765779.35,1502690193.16,--,--,744600857041.6,--,18178858629.23,--,44746136667.27,8329999147.35,22748126112.52,8827989707.69,128231159571.6,138047725658.56,710097764.22,11305274691.61,--,2104090819.1,50564665896.57,--,102559350.38,--,--,479362556.17,110565009385.34,2383908609.97,101047.62,60773064029.48,--,--,609283102036.08,--,9076650000.0,--,--,--,70770466530.51,1675509909.1,14694416.41,5711066830.18,32285369125.01,15815222979.23,--,--,--,--,131997959972.24,3319795033.28,135317755005.52,--,--,744600857041.6,20210430
20201231,--,153161845002.57,103510805878.23,28112597360.67,21124201115.99,--,102574007019.08,339053186837.4,292695306675.55,30411507722.05,5267955106.65,10678417333.15,--,--,7295357324.28,19536412405.52,--,9095560247.32,--,--,24763790295.82,--,--,--,18444811734.41,3778555127.47,36551735.94,5276069156.38,--,2260945283.9,339501946.73,408337803.1,1414728115.22,--,--,716751234978.88,--,11299858788.62,--,43951387602.74,4815235806.67,15381530029.6,13398830136.71,139899968467.21,136387634132.26,70930338.63,11131509940.5,--,1949983376.01,43706056087.16,--,92365911.23,--,--,475413821.66,97053187662.55,2545646807.33,101047.62,61030761172.73,--,--,584439201008.08,--,9076650000.0,--,--,--,70750052647.82,1626546421.8,368713282.23,5711066830.18,28998618214.13,15792944866.7,--,--,--,--,129071499419.26,3240534551.54,132312033970.8,--,--,716751234978.88,20210324
20200930,--,131020375654.23,83466926106.24,32753462754.43,24592386208.41,--,99803700466.94,349975646103.51,304197404107.08,28731746760.22,6579136791.63,10467358444.58,--,--,3313013422.39,16111288839.79,--,6334315670.53,--,--,21213442618.81,--,--,--,16969323302.55,3649474335.84,48699486.85,5491698790.93,--,2358922552.89,200977634.76,422452139.77,1295577291.02,--,--,692130926929.02,--,15581365629.92,--,54647482147.79,10009180364.05,14743947136.2,6118220423.27,139181460808.42,121068795229.25,5741500.0,9877976933.3,--,1558961580.06,38652467554.41,--,47170821.4,--,--,830379886.06,80741171662.79,2593621245.89,101047.62,64899588857.74,--,--,561777222785.25,--,9076650000.0,--,--,--,70493235199.7,1626546421.8,629524714.04,5118690487.75,29205670464.44,14194764648.57,--,--,--,--,127091989092.7,3261715051.07,130353704143.77,--,--,692130926929.02,20201031
20200630,--,137162922196.96,97135390979.65,16929379425.49,11123011485.75,--,78311667787.93,288294714573.98,252582373627.79,19731161685.77,5853099586.3,10128079674.12,--,--,2787676904.05,17257140272.35,--,7439551269.74,--,--,14567602752.13,--,--,--,16620898500.88,3584644694.6,34317935.95,5734910744.82,--,2450191969.82,194172779.68,512159918.91,1171476264.58,--,--,594164216565.67,--,8424558235.93,--,29783200819.39,3028180847.71,11467217979.53,3500452561.76,95469565018.21,118109941592.86,694886315.84,8799196183.72,--,1559414256.61,27379246120.93,--,30078548.79,--,--,862631933.78,75837400214.0,2529116103.05,101047.62,77261429780.76,--,--,465870962385.54,--,9076650000.0,--,--,--,70424546428.46,1284837353.04,754167868.03,5118690487.75,26807689229.28,14158747733.47,--,--,--,--,125055654393.95,3237599786.18,128293254180.13,--,--,594164216565.67,20200827
20200331,--,128806793839.5,78434735979.83,24870950590.29,18476864070.3,--,70658130446.51,301507822904.23,267282687656.79,19473087425.16,4865337576.01,9886710246.27,--,--,2608988266.05,21325083702.43,--,7596177894.97,--,--,11424276483.74,--,--,--,15663265691.81,3633520986.67,35671392.36,5736563742.26,--,2450335583.8,188253640.89,514493522.7,1146902274.03,--,--,599233482467.66,--,5242447032.91,--,42764459236.62,10029983388.9,10015927477.51,1751629220.45,110716782435.75,105992785472.98,9088000.0,8908221721.12,--,1406803818.57,17629541422.62,--,21870964.1,--,--,862688863.94,72738635337.28,2253692764.88,101047.62,79459500207.01,--,--,470888716629.06,--,9076650000.0,--,--,--,70355128882.76,--,450417510.38,5118690487.75,26033827148.26,14117045925.92,--,--,--,--,125151759955.07,3193005883.53,128344765838.6,--,--,599233482467.66,20200430
20191231,--,117098117885.53,67244929390.74,22470512481.84,15714908868.52,--,69006279731.08,284893404541.06,252795672184.76,19739757154.02,2013233369.35,10344741832.93,--,--,1858041023.13,18466280279.44,--,5511167782.24,--,--,12653540295.57,--,--,--,15639004959.63,3669141548.69,29969286.34,5711457190.27,--,2333861981.31,202825303.3,527089181.22,1140939659.81,--,--,562180638301.99,--,5724131184.24,--,46425195899.76,11362598055.52,7380183358.52,1278399239.03,109719044669.32,89817920454.94,4031799.99,8934386467.9,--,1128392498.73,11311169937.02,--,19178960.05,--,--,850996762.28,64616357877.71,2566799587.96,101047.62,74424601054.4,--,--,436525930129.65,--,9076650000.0,--,--,--,70290533440.5,--,788767977.4,5118690487.75,23178411266.43,14084426255.63,--,--,--,--,122537479427.71,3117228744.63,125654708172.34,--,--,562180638301.99,20200331
