timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post,pe,pb,ps,pcf,market_capital,balance,hold_volume_cn,hold_ratio_cn,net_volume_cn,hold_volume_hk,hold_ratio_hk,net_volume_hk
2010-04-27,10953657,8.2271,8.2315,8.0549,8.2094,-0.0221,-0.27,0.17,201453651,,,13.781,2.6933,0.6986,4.6959,121856608560.83,,,,,,,
2010-04-28,24392687,8.1344,8.5406,8.0504,8.4479,0.2385,2.91,0.37,460133448,,,14.1813,2.7716,0.7155,4.8323,125396284118.81,,,,,,,
2010-04-29,14590679,8.4479,8.6025,8.3331,8.3596,-0.0883,-1.05,0.22,279948023,,,14.033,2.7426,0.708,4.7818,124085293171.41,,,,,,,
2010-04-30,10231439,8.3596,8.4744,8.1653,8.3242,-0.0354,-0.42,0.16,192105256,,,13.9737,2.731,0.705,4.7616,123560896792.45,,,,,,,
2010-05-04,6487593,8.1873,8.3022,8.1167,8.1299,-0.1943,-2.33,0.1,120346554,,,13.6475,2.6673,0.6886,4.6504,120676716708.17,,,,,,,
2010-05-05,13483384,7.993,8.1653,7.7546,8.1211,-0.0088,-0.11,0.21,241117483,,,13.6327,2.6644,0.6878,4.6454,120545617613.43,,,,,,,
2010-05-06,11077389,8.1034,8.1034,7.7678,7.8871,-0.234,-2.88,0.17,197521769,,,13.2398,2.5876,0.668,4.5115,117071491602.82,,,,,,,
2010-05-07,11337689,7.7148,7.7369,7.5161,7.6751,-0.212,-2.69,0.17,195835035,,,12.884,2.518,0.6501,4.3903,113925113329.06,,,,,,,
2010-05-10,9942941,7.6663,7.759,7.388,7.6618,-0.0133,-0.17,0.15,170689483,,,12.8617,2.5137,0.6489,4.3827,113728464686.95,,,,,,,
2010-05-11,10183258,7.7943,7.8341,7.4234,7.4543,-0.2075,-2.71,0.16,175677831,,,12.5133,2.4456,0.6314,4.264,110647635960.56,,,,,,,
2010-05-12,13073904,7.3969,7.5073,7.2202,7.441,-0.0133,-0.18,0.2,218540149,,,12.4911,2.4412,0.6302,4.2564,110450987318.45,,,,,,,
2010-05-13,17429743,7.4896,7.9136,7.4455,7.8385,0.3975,5.34,0.27,303154488,,,13.1583,2.5716,0.6639,4.4837,116350446581.75,,,,,,,
2010-05-14,8303482,7.7943,7.8076,7.6221,7.6883,-0.1502,-1.92,0.13,145085810,,,12.9062,2.5224,0.6512,4.3978,114121761971.17,,,,,,,
2010-05-17,8090095,7.5735,7.5956,7.1142,7.1584,-0.5299,-6.89,0.12,134863178,,,12.0166,2.3485,0.6063,4.0947,106255816286.77,,,,,,,
2010-05-18,9185731,7.0789,7.3748,7.0303,7.3218,0.1634,2.28,0.14,149993308,,,12.2909,2.4021,0.6201,4.1882,108681149539.46,,,,,,,
2010-05-19,6917381,7.2335,7.4587,7.1982,7.3174,-0.0044,-0.06,0.11,115190959,,,12.2835,2.4007,0.6198,4.1857,108615599992.09,,,,,,,
2010-05-20,7399076,7.3174,7.4631,7.1805,7.1982,-0.1192,-1.63,0.11,122899105,,,12.0834,2.3616,0.6097,4.1175,106845762213.1,,,,,,,
2010-05-21,11562669,7.0657,7.441,6.995,7.4322,0.234,3.25,0.18,189664044,,,12.4763,2.4383,0.6295,4.2513,110319888223.71,,,,,,,
2010-05-24,11807886,7.4587,7.7502,7.4587,7.7104,0.2782,3.74,0.18,204704139,,,12.9433,2.5296,0.6531,4.4105,114449509708.02,,,,,,,
2010-05-26,14333779,7.5823,7.6751,7.366,7.6044,-0.106,-1.37,0.22,244496118,,,12.7654,2.4949,0.6441,4.3498,112876320571.14,,,,,,,
2010-05-27,12418133,7.5559,7.6486,7.388,7.6221,0.0177,0.23,0.19,212192289,,,12.795,2.5006,0.6456,4.36,113138518760.62,,,,,,,
2010-05-28,11377244,7.7722,7.8164,7.4852,7.6265,0.0044,0.06,0.17,196761877,,,12.8024,2.5021,0.646,4.3625,113204068307.99,,,,,,,
2010-05-31,7188535,7.5514,7.6133,7.3306,7.3395,-0.287,-3.76,0.11,121832391,,,12.3206,2.4079,0.6216,4.1983,108943347728.94,,,,,,,
