timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post,pe,pb,ps,pcf,market_capital,balance,hold_volume_cn,hold_ratio_cn,net_volume_cn,hold_volume_hk,hold_ratio_hk,net_volume_hk
2010-04-21,8308849,22.0191,22.8826,21.9932,22.5803,0.7857,3.61,2.99,217546307,,,52.5361,11.2386,2.3442,41.1821,12520620000,,,,,,,
2010-04-22,3503687,22.5976,22.8048,22.3213,22.4163,-0.164,-0.73,1.26,91729888,,,52.1544,11.1569,2.3272,40.8829,12429648000,,,,,,,
2010-04-26,7815228,22.1918,24.221,22.1918,23.5215,1.1052,4.93,2.81,211482539,,,54.7259,11.707,2.442,42.8987,13042512000,,,,,,,
2010-04-27,4037902,23.5302,23.5388,22.6926,23.3316,-0.1899,-0.81,1.45,107944719,,,54.2839,11.6125,2.4222,42.5523,12937176000,,,,,,,
2010-04-28,4400687,23.2711,24.0224,22.7876,23.7115,0.3799,1.63,1.58,120427684,,,55.1679,11.8016,2.4617,43.2452,13147848000,,,,,,,
2010-04-29,4481195,23.6683,23.7461,22.4508,22.5026,-1.2089,-5.1,1.61,121004684,,,52.3553,11.1999,2.3362,41.0404,12477528000,,,,,,,
2010-04-30,2856077,22.5458,22.8394,21.7255,22.3127,-0.1899,-0.84,1.03,73161458,,,51.9133,11.1054,2.3165,40.6939,12372192000,,,,,,,
2010-05-04,2824125,22.0968,23.1416,21.7773,22.9689,0.6562,2.94,1.02,74530008,,,53.4401,11.432,2.3846,41.8908,12736080000,,,,,,,
2010-05-05,5252356,22.8221,23.8324,22.6235,23.6597,0.6908,3.01,1.89,143409773,,,55.0474,11.7758,2.4563,43.1507,13119120000,,,,,,,
2010-05-06,4880089,23.5734,24.0051,23.3316,23.4266,-0.2331,-0.99,1.76,133862189,,,54.5049,11.6598,2.4321,42.7255,12989844000,,,,,,,
2010-05-07,4353291,22.9603,23.8151,22.7099,22.8912,-0.5354,-2.29,1.57,117154407,,,53.2593,11.3933,2.3765,41.7491,12692988000,,,,,,,
2010-05-10,4314275,22.5372,22.8912,21.8377,21.9241,-0.9671,-4.22,1.55,110899286,,,51.0092,10.912,2.2761,39.9853,12156732000,,,,,,,
2010-05-11,3114391,22.2349,22.4076,21.3196,21.7773,-0.1468,-0.67,1.12,78042665,,,50.6677,10.8389,2.2609,39.7175,12075336000,,,,,,,
2010-05-12,6211383,21.5873,21.5873,20.1194,21.2419,-0.5354,-2.46,2.24,150603208,,,49.4221,10.5724,2.2053,38.7411,11778480000,,,,,,,
2010-05-13,3991044,21.1556,21.76,20.6202,21.7427,0.5008,2.36,1.44,97813303,,,50.5873,10.8217,2.2573,39.6545,12056184000,,,,,,,
2010-05-14,2601813,21.7427,22.0622,21.4146,21.9068,0.1641,0.75,0.94,65796503,,,50.969,10.9034,2.2743,39.9538,12147156000,,,,,,,
2010-05-17,1670041,21.6046,21.7168,21.026,21.0433,-0.8635,-3.94,0.6,41508897,,,48.96,10.4736,2.1847,38.3789,11668356000,,,,,,,
2010-05-18,3967588,21.026,21.026,20.033,20.5511,-0.4922,-2.34,1.43,93737645,,,47.8149,10.2286,2.1336,37.4813,11395440000,,,,,,,
2010-05-19,3778684,20.5511,20.5943,20.0071,20.2921,-0.259,-1.26,1.36,89085472,,,47.2122,10.0997,2.1067,37.0088,11251800000,,,,,,,
2010-05-20,3565974,20.1626,20.4648,19.5581,19.7826,-0.5095,-2.51,1.28,81859160,,,46.0268,9.8461,2.0538,36.0796,10969308000,,,,,,,
2010-05-21,4662453,19.2559,20.1194,18.7033,20.0071,0.2245,1.13,1.68,104919479,,,46.5492,9.9579,2.0771,36.4891,11093796000,,,,,,,
2010-05-24,4712931,20.0071,20.7325,19.8776,20.577,0.5699,2.85,1.7,111409968,,,47.8751,10.2415,2.1363,37.5285,11409804000,,,,,,,
2010-05-25,1843450,20.672,20.672,20.033,20.1107,-0.4663,-2.27,0.66,43407711,,,46.7903,10.0094,2.0879,36.6781,11151252000,,,,,,,
2010-05-26,2111837,20.1626,20.2403,19.5495,19.7308,-0.3799,-1.89,0.76,48532144,,,45.9063,9.8203,2.0484,35.9852,10940580000,,,,,,,
2010-05-27,2013227,19.7481,20.4216,19.4977,20.1626,0.4318,2.19,0.73,46498071,,,46.9108,10.0352,2.0932,36.7726,11179980000,,,,,,,
2010-05-28,4939755,20.223,21.2851,20.223,21.0347,0.8721,4.33,1.78,119939481,,,48.9399,10.4693,2.1838,38.3632,11663568000,,,,,,,
2010-05-31,4564150,21.0433,21.6046,20.4475,20.9483,-0.0864,-0.41,1.64,111842558,,,48.739,10.4263,2.1748,38.2057,11615688000,,,,,,,
2010-06-01,1594558,20.3784,20.9052,20.1626,20.4475,-0.5008,-2.39,0.57,37965158,,,47.5738,10.177,2.1228,37.2923,11337984000,,,,,,,
2010-06-02,2389832,20.4561,20.4561,19.3422,19.9726,-0.4749,-2.32,0.86,55273171,,,46.4688,9.9407,2.0735,36.4261,11074644000,,,,,,,
2010-06-04,991177,20.2057,20.2921,19.6963,19.964,-0.0086,-0.04,0.36,22962324,,,46.4487,9.9364,2.0726,36.4104,11069856000,,,,,,,
2010-06-07,864388,19.8603,19.9553,19.4459,19.7222,-0.2418,-1.21,0.31,19741257,,,45.8862,9.816,2.0475,35.9694,10935792000,,,,,,,
2010-06-08,1895099,19.8344,20.1194,19.4113,19.6531,-0.0691,-0.35,0.68,43214643,,,45.7255,9.7817,2.0403,35.8434,10897488000,,,,,,,
2010-06-09,1530901,19.6876,20.4302,19.6876,20.3784,0.7253,3.69,0.55,35657089,,,47.4131,10.1427,2.1156,37.1663,11299680000,,,,,,,
2010-06-10,1866827,20.2921,20.4561,19.9035,20.033,-0.3454,-1.69,0.67,43623498,,,46.6094,9.9708,2.0798,36.5364,11108160000,,,,,,,
2010-06-11,6843027,20.0503,20.8793,20.0503,20.6461,0.6131,3.06,2.46,162207994,,,48.0359,10.2759,2.1434,37.6545,11448108000,,,,,,,
2010-06-17,5278141,20.8793,20.9829,20.2489,20.4475,-0.1986,-0.96,1.9,125873225,,,47.5738,10.177,2.1228,37.2923,11337984000,,,,,,,
2010-06-18,6010834,20.4475,20.5511,18.4356,18.5651,-1.8824,-9.21,2.16,135496982,,,43.1941,9.2401,1.9274,33.8591,10294200000,,,,,,,
2010-06-21,6009379,18.3924,19.1005,17.5893,18.7119,0.1468,0.79,2.16,127119622,,,43.5356,9.3132,1.9426,34.1268,10375596000,,,,,,,
2010-06-22,2256958,18.5811,19.3011,18.5811,19.2317,0.5198,2.78,0.81,49357742,,,44.5401,9.956,1.9874,34.9143,10614996000,,,,,,,
2010-06-23,3720609,18.9107,19.5266,18.824,19.0669,-0.1648,-0.86,1.34,82636983,,,44.1584,9.8706,1.9704,34.615,10524024000,,,,,,,
2010-06-24,4043082,19.2057,19.6134,18.7459,19.3271,0.2602,1.36,1.46,89559190,,,44.7611,10.0054,1.9973,35.0875,10667664000,,,,,,,
2010-06-25,816224,19.4139,19.4225,19.0842,19.197,-0.1301,-0.67,0.29,18123602,,,44.4598,9.938,1.9839,34.8513,10595844000,,,,,,,
2010-06-28,1107928,19.0062,19.4312,18.7372,19.2057,0.0087,0.05,0.4,24577966,,,44.4799,9.9425,1.9848,34.867,10600632000,,,,,,,
2010-06-29,2330910,19.171,19.4312,17.783,18.4423,-0.7634,-3.97,0.84,50602924,,,42.7119,9.5473,1.9059,33.4812,10179288000,,,,,,,
2010-06-30,1809267,18.3209,19.0756,17.9392,18.8847,0.4424,2.4,0.65,38899701,,,42.6161,9.2198,1.8855,34.7134,10423476000,,,,,,,
2010-07-01,2421659,18.6592,18.9107,17.0283,17.783,-1.1017,-5.83,0.87,49383729,,,40.13,8.6819,1.7755,32.6884,9815400000,,,,,,,
2010-07-02,4833039,17.6009,17.6009,16.4818,17.0891,-0.6939,-3.9,1.74,95269858,,,38.564,8.3431,1.7062,31.4127,9432360000,,,,,,,
