timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post,pe,pb,ps,pcf,market_capital,balance,hold_volume_cn,hold_ratio_cn,net_volume_cn,hold_volume_hk,hold_ratio_hk,net_volume_hk
2017-01-25,6338,6.0813,6.6314,6.0813,6.6314,2.026,43.99,0.03,125138.26,,,19.4381,2.405,5.3756,25.9438,1977000000,,,,,,,
2017-01-26,4300,7.2955,7.2955,7.2955,7.2955,0.6641,10.01,0.02,93525,,,21.3849,2.6458,5.9139,28.5421,2175000000,,,,,,,
2017-02-03,3055,8.0267,8.0267,8.0267,8.0267,0.7312,10.02,0.01,73106.15,,,23.5283,2.911,6.5067,31.4028,2393000000,,,,,,,
2017-02-06,5738,8.8284,8.8284,8.8284,8.8284,0.8017,9.99,0.02,151024.16,,,25.8782,3.2018,7.1565,34.5392,2632000000,,,,,,,
2017-02-07,7400,9.7106,9.7106,9.7106,9.7106,0.8822,9.99,0.03,214230,,,28.464,3.5217,7.8717,37.9905,2895000000,,,,,,,
2017-02-08,8444,10.6833,10.6833,10.6833,10.6833,0.9727,10.02,0.03,268941.4,,,31.3153,3.8745,8.6602,41.7961,3185000000,,,,,,,
2017-02-09,8786,11.7533,11.7533,11.7533,11.7533,1.07,10.02,0.04,307861.44,,,34.4518,4.2625,9.5276,45.9823,3504000000,,,,,,,
2017-02-10,8800,12.9273,12.9273,12.9273,12.9273,1.174,9.99,0.04,339152,,,37.893,4.6883,10.4792,50.5752,3854000000,,,,,,,
2017-02-13,20306,14.2187,14.2187,14.2187,14.2187,1.2914,9.99,0.08,860771.34,,,41.6784,5.1567,11.5261,55.6275,4239000000,,,,,,,
2017-02-14,25488,15.6409,15.6409,15.6409,15.6409,1.4222,10,0.1,1188505.44,,,45.8472,5.6724,12.6789,61.1916,4663000000,,,,,,,
2017-02-15,63390,17.204,17.204,17.204,17.204,1.5631,9.99,0.25,3251273.1,,,50.429,6.2393,13.946,67.3068,5129000000,,,,,,,
2017-02-16,63919,18.9247,18.9247,18.9247,18.9247,1.7207,10,0.26,3606309.98,,,55.4728,6.8634,15.3409,74.0388,5642000000,,,,,,,
2017-02-17,121357,20.8165,20.8165,20.8165,20.8165,1.8918,10,0.49,7531415.42,,,61.0182,7.5495,16.8744,81.44,6206000000,,,,,,,
2017-02-20,12762769,21.0144,21.2828,18.7335,18.7335,-2.083,-10.01,51.05,741045550.07,,,54.9124,6.794,15.1859,73.2908,5585000000,,,,,,,
2017-02-21,10163642,18.6195,20.5247,18.6195,19.7566,1.0231,5.46,40.65,592605652.49,,,57.9112,7.1651,16.0152,77.2932,5890000000,,,,,,,
2017-02-22,10798387,20.3939,21.7322,19.8505,21.7322,1.9756,10,43.19,671735542.13,,,63.7023,7.8816,17.6167,85.0226,6479000000,,,,,,,
2017-02-23,9755302,21.2995,23.4999,21.0647,22.762,1.0298,4.74,39.02,648769955.21,,,66.7208,8.255,18.4515,89.0513,6786000000,,,,,,,
