timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post,pe,pb,ps,pcf,market_capital,balance,hold_volume_cn,hold_ratio_cn,net_volume_cn,hold_volume_hk,hold_ratio_hk,net_volume_hk
2009-09-30,1397421,6.3251,6.4624,6.1682,6.1878,-0.1177,-1.87,0.64,9004715,,,-278.8802,2.8916,6.8024,133.8007,1382647200,,,,,,,
2009-10-09,3438720,6.2957,6.8056,6.2957,6.8056,0.6178,9.98,1.57,23290330,,,-306.724,3.1803,7.4816,147.1595,1520692800,,,,,,,
2009-10-12,2269514,6.8351,7.0018,6.7664,6.7762,-0.0294,-0.43,1.04,15806329,,,-305.3981,3.1666,7.4492,146.5234,1514119200,,,,,,,
2009-10-13,3705833,6.786,7.0214,6.6978,6.9822,0.206,3.04,1.69,26116683,,,-314.6794,3.2628,7.6756,150.9764,1560134400,,,,,,,
2009-10-14,2508526,6.9822,7.0606,6.8645,6.9233,-0.0589,-0.84,1.14,17863807,,,-312.0276,3.2353,7.6109,149.7041,1546987200,,,,,,,
2009-10-15,2677024,6.9626,7.0018,6.6978,6.7664,-0.1569,-2.27,1.22,18696288,,,-304.9561,3.162,7.4384,146.3114,1511928000,,,,,,,
2009-10-16,4427625,6.7762,7.0116,6.7762,6.9429,0.1765,2.61,2.02,31162144,,,-312.9115,3.2445,7.6325,150.1282,1551369600,,,,,,,
2009-10-19,4425654,6.9527,7.1195,6.8743,7.0116,0.0687,0.99,2.02,31615698,,,-316.0053,3.2766,7.708,151.6125,1566708000,,,,,,,
2009-10-20,18276564,7.0508,7.7176,6.9626,7.7176,0.706,10.07,8.34,140270462,,,-347.8268,3.6065,8.4841,166.8798,1724474400,,,,,,,
2009-10-21,10843620,7.7275,7.7275,7.3646,7.4627,-0.2549,-3.3,4.95,83204826,,,-336.3357,3.4874,8.2039,161.3666,1667503200,,,,,,,
2009-10-22,12075947,7.4431,8.1393,7.4038,7.8942,0.4315,5.78,5.51,95610735,,,-355.7822,3.689,8.6782,170.6966,1763916000,,,,,,,
