timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post,pe,pb,ps,pcf,market_capital,balance,hold_volume_cn,hold_ratio_cn,net_volume_cn,hold_volume_hk,hold_ratio_hk,net_volume_hk
2012-06-11,63029178,4.2771,4.3272,4.1323,4.2214,-0.3453,-7.56,32.83,477439932,,,,1.8768,,,4857162261.24,,,,,,,
2012-06-12,27605092,4.0933,4.1435,4.0376,4.0599,-0.1615,-3.83,14.38,202187572,,,,1.805,,,4671334153.62,,,,,,,
2012-06-13,17214464,4.0766,4.1268,4.0376,4.1212,0.0613,1.51,8.97,126258465,,,,1.8322,,,4741820677.2,,,,,,,
2012-06-14,13101375,4.0933,4.1212,4.0488,4.0544,-0.0668,-1.62,6.82,96036855,,,,1.8025,,,4664926287.84,,,,,,,
2012-06-15,12901337,4.0711,4.1045,4.0098,4.0321,-0.0223,-0.55,6.72,93769714,,,,1.7926,,,4639294824.72,,,,,,,
2012-06-18,9591431,4.0544,4.0989,4.0154,4.0655,0.0334,0.83,5,70043565,,,,1.8075,,,4677742019.4,,,,,,,
2012-06-19,8118364,4.0432,4.0599,4.0154,4.0321,-0.0334,-0.82,4.23,58790049,,,,1.7926,,,4639294824.72,,,,,,,
2012-06-20,7005921,4.0376,4.0488,4.0209,4.0376,0.0055,0.14,3.65,50744437,,,,1.7951,,,4645702690.5,,,,,,,
2012-06-21,10422238,4.0376,4.0766,3.9987,4.0209,-0.0167,-0.41,5.43,75440333,,,,1.7877,,,4626479093.16,,,,,,,
2012-06-25,12598459,3.9931,3.9931,3.8594,3.8706,-0.1503,-3.74,6.56,88643307,,,,1.7208,,,4453466717.1,,,,,,,
2012-06-26,6070988,3.8483,3.8761,3.8093,3.8483,-0.0223,-0.58,3.16,41843628,,,,1.7109,,,4427835253.98,,,,,,,
2012-06-27,5112959,3.8316,3.8761,3.8149,3.826,-0.0223,-0.58,2.66,35291356,,,,1.701,,,4402203790.86,,,,,,,
2012-06-28,5974917,3.8372,3.8483,3.787,3.7926,-0.0334,-0.87,3.11,41018064,,,,1.6862,,,4363756596.18,,,,,,,
2012-06-29,5748354,3.787,3.8483,3.7369,3.826,0.0334,0.88,2.99,39185121,,,,1.701,,,4402203790.86,,,,,,,
2012-07-02,4458078,3.8316,3.8427,3.7926,3.8093,-0.0167,-0.44,2.32,30568277,,,17.1612,1.6051,3.5958,534.7295,4382980193.52,,,,,,,
2012-07-03,5760899,3.826,3.865,3.7815,3.8372,0.0279,0.73,3,39615172,,,17.2867,1.6168,3.622,538.6384,4415019522.42,,,,,,,
2012-07-04,4867304,3.826,3.8873,3.8205,3.8372,0,0,2.54,33717998,,,17.2867,1.6168,3.622,538.6384,4415019522.42,,,,,,,
2012-07-05,4659718,3.826,3.8316,3.7369,3.7425,-0.0947,-2.47,2.43,31543588,,,16.8602,1.5769,3.5327,525.3483,4306085804.16,,,,,,,
2012-07-06,6478303,3.7648,3.7703,3.6701,3.7536,0.0111,0.3,3.37,43279701,,,16.9103,1.5816,3.5432,526.9118,4318901535.72,,,,,,,
2012-07-09,5871019,3.7258,3.7982,3.7035,3.7313,-0.0223,-0.59,3.06,39571929,,,16.81,1.5722,3.5222,523.7848,4293270072.6,,,,,,,
2012-07-10,13887766,3.8149,3.8817,3.7815,3.865,0.1337,3.58,7.23,95864731,,,17.4121,1.6285,3.6483,542.5472,4447058851.32,,,,,,,
2012-07-11,7657499,3.8372,3.9096,3.8149,3.8761,0.0111,0.29,3.99,53350264,,,17.4623,1.6332,3.6588,544.1107,4459874582.88,,,,,,,
2012-07-12,6440215,3.8539,3.8817,3.787,3.8761,0,0,3.35,44519614,,,17.4623,1.6332,3.6588,544.1107,4459874582.88,,,,,,,
