报告期,营业总收入,营业总成本,营业利润,利润总额,营业成本,净利润,持续经营净利润,销售费用,管理费用,研发费用,财务费用,其中：利息费用,减：利息收入,减：所得税,综合收益总额,基本每股收益,稀释每股收益,货币资金,应收票据及应收账款,预付款项,交易性金融资产,其他应收款,存货,其他流动资产,流动资产总计,长期应收款,债权投资,其他债权投资,长期股权投资,投资性房地产,固定资产,在建工程,无形资产,开发支出,商誉,非流动资产合计,资产总计,短期借款,流动负债合计,长期借款,应付债券,长期应付款,非流动负债合计,负债合计,归属于母公司所有者权益合计,少数股东权益,所有者权益合计,经营活动产生的现金流量净额,购建固定资产、无形资产和其他长期资产支付的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,投资活动产生的现金流量净额,偿还债务支付的现金,筹资活动产生的现金流量净额,息税前利润EBIT,毛利率,营业利润率,净利率,息税前利润率,净资产收益率,总资产报酬率,流动比率,速动比率,现金比率,资产负债率,权益乘数,利息保障倍数,自由现金流量,现金流量比率,债务保障倍数率,自由现金流与经营活动净现金流比率,存货_期初,存货_同期,应收票据及应收账款_期初,应收票据及应收账款_同期,固定资产_期初,固定资产_同期,资产总计_期初,资产总计_同期,所有者权益合计_期初,所有者权益合计_同期,负债合计_期初,负债合计_同期,存货周转率,应收账款周转率,固定资产周转率,总资产周转率,营业总收入_同期,净利润_同期,营业收入增长率,净利润增长率,净资产增长率,总资产增长率,固定资产增长率,存货增长率,经营性资产,经营性负债,经营性净资产,经营性净资产_期初,经营性净资产_同期,资产收益率ROA,权益收益率ROE,投资资本收益率ROIC,经营性资产周转率
2022-09-30,1648829042.01,1392256770.35,243460032.56,301961473.23,998983766.68,257198189.23,257198189.23,338999381.56,81612114.4,47814735.93,-88141450.78,4113300.83,3981251.01,44763284.0,253605067.36,0.2142,0.2142,508855227.02,477982058.72,60118276.75,124778113.36,2044389.62,494418074.88,314625.19,1709145830.2,0.0,100000000.0,0.0,4119798.13,0.0,541236607.89,69928610.47,102511049.07,35232224.65,11135053.57,1061502294.47,2770648124.67,150562383.96,313655457.49,0.0,0.0,0.0,90303206.66,403958664.15,2386979711.0,-20290250.48,2366689460.52,-54760163.91,38744949.55,0.0,-161871398.15,389500000.0,56975102.9,306074774.06,0.39412532092339186,0.1476563223699716,0.15598839095923694,0.18563160052474603,0.1086742445599472,0.09282961157712287,5.449118736454605,3.8718061526754024,2.020157230645992,0.14579933862879602,1.2355589217313803,74.41098687158265,-93505113.46,-0.03321154741624686,-0.17458699538727415,1.7075389623317876,400630285.02,404821313.31,410374455.29,375548485.9,572523642.87,484299083.39,2508397996.17,2370051473.27,2118160393.16,2108543510.47,390237603.01,261507962.8,2.232245343238464,3.7120885950782583,2.960832981577289,0.6246693073966321,1368373802.06,183985974.26,0.20495513691346068,0.3979228050641517,0.1224285620705349,0.16902445196571622,0.11756686405732658,0.22132422040088953,2257673099.52,253396280.19000003,2004276819.33,1581134069.3799999,1618867544.4500003,0.0974411601424216,0.11469645478497278,0.1703506644712645,0.9197434231049789
2022-06-30,1136885809.73,944293099.59,175828559.79,234109504.9,702987605.92,195746011.55,195746011.55,203582345.54,51614468.55,30312878.99,-53326635.12,2903159.55,2408361.18,38363493.35,196433011.95,0.1615,0.1615,597186357.67,579937240.5,41538306.12,52214553.27,2756099.58,357853049.33,13553231.73,1658166967.53,0.0,0.0,0.0,5244377.32,0.0,546682680.43,65578384.94,103826796.95,31119165.26,11135053.57,961528983.63,2619695951.16,180482267.67,363579308.87,0.0,0.0,0.0,91499237.18,455078546.05,2179818255.56,-15200850.45,2164617405.11,-19719775.37,26556345.64,50000.0,21413421.4,175000000.0,-60023721.53,237012664.45000002,0.3816550440655486,0.15465806529132214,0.17217737249837597,0.20847534767479273,0.09042984274629942,0.07472088944647327,4.560674733343771,3.539147182135409,1.786132750398613,0.17371426094256912,1.2233630015632417,81.63955868357289,-46226121.010000005,-0.017345431881750084,-0.05423789222573974,2.3441504856249282,400630285.02,418062583.66,410374455.29,346566011.54,572523642.87,497402902.83,2508397996.17,2250171723.33,2118160393.16,2009724000.0,390237603.01,240447723.33,1.8536665845728613,2.296016122122184,2.0315928994716037,0.44339507872001155,873009228.4,85156923.3,0.3022609300632681,1.298650584878517,0.07707197859507084,0.16422045659837278,0.0990741656705662,-0.14402038518464252,2017265216.1699998,274596278.3799998,1742668937.79,1581134069.3799999,1554936767.19,0.07634259963272216,0.0914107715927127,0.1470226619682633,0.6840873585333107
2022-03-31,552220533.56,451115340.28,93816402.19,151803912.4,328680881.81,125796128.32,125796128.32,77688672.23,23935142.35,11231856.32,3549564.11,1886577.02,777970.29,26007784.08,126448478.68,0.1026,0.1026,819179841.19,440305436.36,47952342.54,48096457.47,2482064.11,321397381.16,9238190.31,1711362259.14,0.0,31741000.0,0.0,8156360.04,0.0,558441956.38,48418772.4,105281165.97,27377651.7,11135053.57,987057612.67,2698419871.81,191490038.61,361102535.52,0.0,0.0,0.0,92708464.45,453810999.97,2256150351.03,-11541479.19,2244608871.84,91973048.64,15232990.91,0.0,5965581.15,0.0,105710814.66,153690489.42000002,0.4048014120534543,0.16988937659596579,0.2278005265559941,0.2783136085672215,0.0560436742000755,0.04661844127156558,4.739269572492977,3.8236416304352625,2.401745247817473,0.16817657055927343,1.2370215832672509,81.46526104722723,76740057.73,0.16655130160966194,0.2547006448114679,0.8343754922202827,400630285.02,416447581.09,410374455.29,303628066.94,572523642.87,509934596.89,2508397996.17,2365832156.57,2118160393.16,2119950151.52,390237603.01,245882005.05,0.9104384698966937,1.2983039542380603,0.9765470035979964,0.21211440367674528,391207729.22,54460883.29,0.41157879130105984,1.3098437028673466,0.058802665822411025,0.14057959027921396,0.09512466850815327,-0.2282404899104416,1871083670.58,262320961.3599996,1608762709.2200003,1581134069.3799999,1689531257.19,0.04831977284767327,0.057668018031203395,0.10659454929904139,0.3462309735316022
2021-12-31,1874936527.14,1727763569.04,209339302.61,209378694.5,1041306851.24,186343154.36,186343154.36,463437497.15,127910118.43,71181891.9,5579656.13,1657840.28,1599970.6,23035540.14,189455939.83,0.15,0.15,617805925.23,410374455.29,23675476.21,68228226.89,2561982.31,400630285.02,9370141.46,1569941638.14,0.0,31878500.0,0.0,8682221.91,0.0,572523642.87,39241670.03,106921033.06,24807043.24,11135053.57,938456358.03,2508397996.17,89461823.36,296349132.24,0.0,0.0,0.0,93888470.77,390237603.01,2127250479.33,-9090086.17,2118160393.16,103560504.98,90374840.94,2638.84,95281180.83,77428297.07,-104174362.4,211036534.78,0.4446175450918364,0.11165140770355732,0.09938638010548818,0.11255662883794362,0.0879740528440351,0.0742877145670352,5.297608352261258,3.91410362126728,2.314952458050093,0.15557244249351276,1.1991610035379603,127.2960594129128,13188302.88000001,0.05523413911934909,0.3494543891430428,0.1273487695192968,315969963.51,315969963.51,388958503.98,388958503.98,523023130.48,523023130.48,2451779413.58,2451779413.58,2065427946.97,2065427946.97,386351466.61,386351466.61,2.906241948355692,4.691252888789442,3.4228324572701827,0.7559957526738946,1667606597.33,186343154.36,0.12432784215531141,0.0,0.02553100255439024,0.023092853409405107,0.0946430654884638,0.26793787792212287,1881909849.03,300775779.65000004,1581134069.3799999,1584461373.6299999,1584461373.6299999,0.07513568123338232,0.08908293035074748,0.14066372437710817,1.184571156292303
2021-09-30,1368373802.06,1205103296.49,216698009.41,216754107.01,751447418.86,183985974.26,183985974.26,323927634.84,83949959.1,44031958.91,-10969242.25,1405686.25,3802562.81,32768132.75,183962056.5,0.1522,0.1522,528478815.55,375548485.9,34470330.65,93605218.35,4786599.6,404821313.31,406993.28,1493529085.82,0.0,0.0,0.0,4637928.08,0.0,484299083.39,91790014.37,108571199.85,22733255.13,11135053.57,876522387.45,2370051473.27,43440777.61,168770004.82,0.0,0.0,0.0,92737957.98,261507962.8,2129041649.31,-20498138.84,2108543510.47,7063071.14,46125900.04,0.0,143934773.63,35417531.6,-149699278.54,218159793.26,0.45084638588612,0.1583617057588905,0.13445593154664376,0.15942996930485973,0.08725737616815364,0.0776295267571347,8.849493649140491,6.448425360837766,3.685986941598287,0.11033851616698985,1.1356337710673332,155.19807016679576,-39062828.9,0.005161653291934553,0.0418502751572061,-5.530572767245269,315969963.51,255662667.59,388958503.98,326061624.56,523023130.48,533564522.08,2451779413.58,2666128210.21,2065427946.97,2345694259.5,386351466.61,320433950.71,2.0850624668357516,3.5797548490035003,2.7168542164932252,0.5675743650785436,1163039382.0,136742441.7,0.1765498427980145,0.34549282558262234,-0.10110045163368828,-0.1110511999408608,-0.09233267327810335,0.5834197347858472,1836934729.64,218067185.1899999,1618867544.4500003,1584461373.6299999,2044180278.27,0.07631373997863045,0.08815871221737732,0.13330387690638784,0.8543448625189393
2021-06-30,873009228.4,765111632.69,108234396.96,108320453.05,490602978.02,85156923.3,85156923.3,193005593.58,55185781.07,27409000.15,-8128406.41,767439.95,2054887.56,23163529.75,85142546.03,0.0715,0.0715,493398182.39,346566011.54,30733834.71,41688390.82,5112780.63,418062583.66,705028.62,1373040230.26,0.0,0.0,0.0,4876569.88,0.0,497402902.83,81872074.08,110129459.03,18497922.1,11135053.57,877131493.07,2250171723.33,43487519.46,146842924.52,0.0,0.0,0.0,93604798.81,240447723.33,2028278959.3,-18554959.3,2009724000.0,-35787660.33,34793535.91,0.0,152765860.24,33160000.0,-149248552.32,109087893.0,0.43803231161811623,0.12397852558599597,0.09754412728954837,0.12495617394552619,0.04237244681359231,0.03784463310825779,9.350401013519667,6.498594475010118,3.643938412144067,0.10685749929083836,1.1043375818185486,142.14518412808715,-70581196.24,-0.04099345020165425,-0.2437138898382926,1.9722215866912471,315969963.51,301022342.03,388958503.98,332898014.69,523023130.48,545328162.92,2451779413.58,2770043308.83,2065427946.97,2267861178.16,386351466.61,502182130.67,1.3367335819412312,2.3738412791932606,1.711068122337456,0.3713391326196209,654688083.39,57866936.56,0.33347352815637754,0.47159895377741406,-0.11382406500270716,-0.1876763384322613,-0.0878833395168528,0.3888091523064949,1751896971.06,196960203.86999995,1554936767.19,1584461373.6299999,2135138862.4100003,0.03622195161983879,0.041793250611583586,0.06398435970863452,0.5561634359457021
2021-03-31,391207729.22,318396525.67,68509005.19,68693321.89,216882527.24,54460883.29,54460883.29,74373249.22,22606118.28,11524163.39,-9481375.46,371166.33,1199391.75,14232438.6,54488454.55,0.0436,0.0436,465212988.18,303628066.94,27262217.34,167756924.4,7703260.18,416447581.09,5528625.58,1483529188.53,0.0,0.0,0.0,9472014.22,0.0,509934596.89,71818956.25,112289101.73,13222565.55,11135053.57,882302968.04,2365832156.57,44266108.07,151379152.64,0.0,0.0,0.0,94502852.41,245882005.05,2134410212.83,-14460061.31,2119950151.52,-95833609.11,22613617.65,0.0,35998024.1,0.0,1851196.15,69064488.22,0.4456077652851442,0.17512180888295587,0.13921218632000318,0.17654172722431263,0.02568969994457259,0.02301975782126394,9.800089131546615,7.012544087788072,4.18135457585291,0.10393045185694046,1.130522548213049,186.07422774581948,-118447226.75999999,-0.24496859839930948,-0.6330700591111461,1.235967505137405,315969963.51,373703090.98,388958503.98,210200127.88,523023130.48,554742689.8,2451779413.58,2782930109.57,2065427946.97,2321159800.76,386351466.61,461770308.81,0.5922373892844075,1.1297005909321565,0.7574515759053352,0.16240733547051803,145850292.12,54460883.29,1.6822553697604483,0.0,-0.08668496204962695,-0.14987726481727823,-0.08077275056324676,0.11438088456241206,1891147154.17,201615896.98000008,1689531257.19,1584461373.6299999,2147686844.9099994,0.022609080245257016,0.026024355271342576,0.03676913221730444,0.23897899191179223
2020-12-31,1667606597.33,1470426868.51,-164758910.75,-169118708.87,873603607.11,-147626875.74,-147626875.74,367888362.71,119035403.39,69139448.38,20799793.49,8444457.99,6015655.04,-21491833.13,-148514230.69,-0.11,-0.11,516110349.42,388958503.98,22858844.43,234283636.13,4809623.98,315969963.51,1110878.74,1557024075.58,0.0,0.0,0.0,6707617.94,0.0,523023130.48,76539970.89,114420517.51,11752642.64,11135053.57,894755338.0,2451779413.58,41851394.02,290984449.46,0.0,0.0,0.0,95367017.15,386351466.61,2079989811.74,-14561864.77,2065427946.97,317277947.19,62533519.77,15689.32,459534916.49,628540000.0,-444471463.6,-160674250.88,0.47613327477312445,-0.09879962757031245,-0.08852620034986967,-0.09635021301622042,-0.07147520007007258,-0.06021213610095558,5.3508841399238944,4.261201021673318,2.578811297107313,0.1575800271713121,1.1149354375419283,-19.02718339889568,254760116.74,0.19025946988815756,1.0903604910117866,0.802955638727196,245864287.12,245864287.12,424978680.7,424978680.7,565883073.56,565883073.56,2934287067.26,2934287067.26,2332637323.94,2332637323.94,601649743.32,601649743.32,3.1098268079256632,4.097629715702498,3.0629021877971447,0.619229860330251,1675153096.05,256913489.51,-0.004504960613925153,-1.574617066708184,-0.11455247424347274,-0.1644377808373602,-0.07573992770337834,0.28513972977207225,1928961446.2199998,344500072.5899999,1584461373.6299999,2466348886.4300003,2466348886.4300003,-0.05481806667821761,-0.06713264430905304,-0.10109434049075283,0.8233447089695578
2020-09-30,1163039382.0,997750421.88,176494913.97,174849767.47,600636724.1,136742441.7,136742441.7,262797509.64,64693953.45,43247674.11,12560012.58,7512616.9,4312162.1,38107325.77,135817681.36,0.1198,0.1198,429637786.0,326061624.56,30058517.97,318168054.77,446122178.19,255662667.59,1529527.63,1862831455.94,0.0,0.0,0.0,7151525.69,0.0,533564522.08,49741439.08,113353129.12,10175735.77,11135053.57,803296754.27,2666128210.21,135275330.46,262740010.29,0.0,0.0,0.0,57693940.42,320433950.71,2354384111.38,-8689851.88,2345694259.5,220896211.71,27916777.17,0.0,352461544.63,528540000.0,-344881477.13,182362384.37,0.483562866919325,0.15175317078815823,0.1175733546226554,0.15679811637711163,0.0582950830638719,0.05128877192639935,7.090018204246452,6.11113343166795,2.846181820365339,0.12018699981602186,1.1397773597952554,24.27414931406924,192979434.54000002,0.1899301219965052,0.8407406678038309,0.873620389621484,245864287.12,319994898.04,424978680.7,271496757.79,565883073.56,566043279.75,2934287067.26,3037609646.92,2332637323.94,2287479501.09,601649743.32,750130145.83,2.3952320746042797,3.097142387311348,2.11567952235683,0.4153404075868479,1144134953.04,211591736.14,0.016522901349854246,-0.35374394012474975,0.025449302772881727,-0.12229400083933284,-0.05737857657164424,-0.20104142548534745,2229338898.52,185158620.24999988,2044180278.27,2466348886.4300003,2517320151.1600003,0.04883296503032671,0.05845778105341246,0.07847473636253598,0.5156997503096091
2020-06-30,654688083.39,581111752.48,82999164.87,81260168.88,356556873.65,57866936.56,57866936.56,145297816.41,43699286.5,28008891.25,341762.49,5638527.42,2630558.98,23393232.32,57984600.02,0.0528,0.0528,440975629.07,332898014.69,30224861.75,323785877.57,451575403.84,301022342.03,1575005.58,1953613369.22,0.0,0.0,0.0,10646686.68,0.0,545328162.92,52343297.28,115347866.81,8324654.06,11135053.57,816429939.61,2770043308.83,318900000.0,444138069.71,0.0,0.0,0.0,58044060.96,502182130.67,2272925524.05,-5064345.89,2267861178.16,50364875.72,19623686.12,0.0,346002138.3,333800000.0,-159181328.82,86898696.3,0.45537900765852524,0.12677665437291474,0.08838855941956784,0.13273297392253608,0.02551608410482585,0.020890264197508744,4.3986622684599235,3.7173485774097936,1.7219003701694635,0.18129035350068579,1.204236152914973,15.411594167613359,30741189.599999998,0.07692957455282941,0.11339914129154871,0.6103696109745905,245864287.12,224505097.46,424978680.7,384868075.42,565883073.56,578193952.05,2934287067.26,3127699897.24,2332637323.94,2506847607.86,601649743.32,620852289.38,1.303951695451686,1.7276902360827981,1.1783323672353512,0.22954073141841833,842811529.28,169999587.1,-0.2232093882848408,-0.6596054287710679,-0.09533344944889324,-0.11435131251742199,-0.05684215307592475,0.3408263127906617,2318420993.08,183282130.66999972,2135138862.4100003,2466348886.4300003,2820463405.53,0.020288774578187934,0.025156811390585322,0.03578713307769574,0.284554960971065
