报告期,营业总收入*,营业总成本*,营业利润*,利润总额*,营业成本,净利润*,持续经营净利润,销售费用,管理费用,研发费用,财务费用,其中：利息费用,减：利息收入,减：所得税,综合收益总额*,基本每股收益,稀释每股收益,货币资金,应收票据及应收账款,预付款项,交易性金融资产,其他应收款,存货,其他流动资产,流动资产总计*,长期应收款,债权投资,其他债权投资,长期股权投资,投资性房地产,固定资产,在建工程,无形资产,开发支出,商誉,非流动资产合计*,资产总计*,短期借款,流动负债合计*,长期借款,应付债券,长期应付款,非流动负债合计*,负债合计*,归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,经营活动产生的现金流量净额*,购建固定资产、无形资产和其他长期资产支付的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,投资活动产生的现金流量净额*,偿还债务支付的现金,筹资活动产生的现金流量净额*,息税前利润EBIT,毛利率,营业利润率,净利率,息税前利润率,净资产收益率,总资产报酬率,流动比率,速动比率,现金比率,资产负债率,权益乘数,利息保障倍数,自由现金流量,现金流量比率,债务保障倍数率,自由现金流与经营活动净现金流比率,存货_期初,存货_同期,应收票据及应收账款_期初,应收票据及应收账款_同期,固定资产_期初,固定资产_同期,资产总计*_期初,资产总计*_同期,所有者权益合计*_期初,所有者权益合计*_同期,负债合计*_期初,负债合计*_同期,存货周转率,应收账款周转率,固定资产周转率,总资产周转率,营业总收入*_同期,净利润*_同期,营业收入增长率,净利润增长率,净资产增长率,总资产增长率,固定资产增长率,存货增长率,经营性资产,经营性负债,经营性净资产,经营性净资产_期初,经营性净资产_同期,资产收益率ROA,权益收益率ROE,投资资本收益率ROIC,经营性资产周转率
2022-09-30,295444280.69,292325700.42,7342570.17,7313922.49,134375027.92,7123410.56,7123410.56,55955379.24,35138675.0,69862002.59,-4055333.68,0.0,0.0,190511.93,7024554.17,0.05,0.05,199678766.55,224010384.95,21004639.27,2131765.17,14990328.48,70273172.85,12869936.63,545711963.9,0.0,0.0,0.0,83841345.93,138312372.77,50584962.08,0.0,17077250.65,8595060.84,15775949.36,371645992.01,917357955.91,30000000.0,199851335.65,0.0,0.0,0.0,8793482.83,208644818.48,707426171.9,1286965.53,708713137.43,-41303221.96,5906268.2,3716.25,551975.62,500000.0,29334247.9,7313922.49,0.5451764115853869,0.02485263939735668,0.024110842637953656,0.024755674650118745,0.010051190226036389,0.007765137386238423,2.730589526085061,2.3145647384118444,1.0098032673318287,0.22744100831722627,1.3008463368311944,inf,-47205773.910000004,-0.13980037746385796,-0.206669731906793,1.1429077846691067,73817857.81,81952178.27,192955814.8,180668199.06,50807418.06,41680996.44,910454753.97,863542538.89,701688583.26,668086164.93,208766170.71,195456373.96,1.865140769755113,1.4171138133841028,5.827741301309982,0.32327631719925676,314766719.4,38853915.09,-0.061386536501800135,-0.8166617046570583,0.06081097713534716,0.06231935845242143,0.21362170774437467,-0.14251000603696343,495525470.65999985,178644818.48,316880652.1799998,269552729.39,244803351.61,0.007794464412568471,0.010101250523879208,0.03418007376695658,1.0075970774345635
2022-06-30,204059435.85,187016120.21,18972336.31,18963993.83,88077353.47,18731749.5,18731749.5,36148810.82,22006798.28,43013156.93,-2845580.44,0.0,0.0,232244.33,18809277.7,0.1,0.1,200661493.22,226719414.06,21660647.13,4600000.0,14924121.62,78824602.07,14297938.98,562441187.08,0.0,0.0,0.0,83176977.63,139199529.77,49923946.86,0.0,18973783.05,6586114.82,15775949.36,372139549.74,934580736.82,30000000.0,204530577.12,0.0,0.0,0.0,9552298.74,214082875.86,717683040.9,2814820.06,720497860.96,-45316467.73,5628495.19,3716.25,4695344.71,500000.0,29495247.91,18963993.83,0.5683740224845868,0.0929745602352159,0.09179555663267311,0.09293367763664726,0.02599834158430615,0.02004294413742847,2.749912482523386,2.294613610534362,1.0035736275245102,0.22906835913228576,1.3142872238985122,inf,-50941246.669999994,-0.22207484569991276,-0.22156329077100487,1.1241221838717217,73817857.81,89266004.03,192955814.8,181939672.1,50807418.06,42182644.65,910454753.97,886395837.54,701688583.26,657671218.74,208766170.71,228724618.8,1.1540347756350637,0.972463570958449,4.05155705002235,0.22119838547130238,193764436.75,19461075.38,0.053131520276256235,-0.03747613457936254,0.0955289518984372,0.054360475579089886,0.18351865498788733,-0.11696952354326202,511542736.20000005,184082875.86000007,327459860.34,269552729.39,223152869.53999996,0.020305028920586794,0.026342185409133825,0.0837615504744109,0.6836017844859393
2022-03-31,90439631.99,87584246.9,2687928.61,2705699.79,41398627.6,2861336.84,2861336.84,18120697.24,10840743.41,18560972.74,-1700576.54,0.0,0.0,-155637.05,3103805.53,0.015,0.015,181521980.86,209853875.68,11775381.88,16400000.0,17432327.71,76164741.29,11862541.41,525655110.33,0.0,0.0,0.0,72245428.21,140193123.27,50331156.81,0.0,14669147.89,10184114.72,15775949.36,364025263.49,889680373.82,0.0,175161156.47,0.0,0.0,0.0,9726828.56,184887985.03,700500502.51,4291886.28,704792388.79,-39185640.51,5327715.78,3716.25,8910483.49,500000.0,-504168.76,2705699.79,0.5422512598837478,0.02972069380265951,0.0316380858373725,0.029917191506254385,0.004059829370337545,0.003216140227657652,3.0009799028703568,2.4984296544362725,1.129942190658568,0.20781394135531026,1.265115407175764,inf,-44509640.04,-0.43327952190620145,-0.22371193077108598,1.135866084124396,73817857.81,100674764.52,192955814.8,155767620.41,50807418.06,42836757.77,910454753.97,916246838.55,701688583.26,673401473.71,208766170.71,242845364.84,0.5520457419516741,0.44904397350634456,1.7884300249681775,0.10048093678504172,85998408.8,2336725.31,0.05164308563346346,0.2245071458570369,0.04661545349322833,-0.028994877376103664,0.17495252745875586,-0.2434574676867592,495719841.48,184887985.03000006,310831856.4499999,269552729.39,178920772.95999998,0.0031790245030247502,0.004068788553647465,0.01158409038914237,0.3116541486335488
2021-12-31,486944858.29,416739828.31,82874033.88,81605387.3,222662401.64,78148703.62,78148703.62,59960211.16,43925215.29,90870412.62,-5602897.53,462606.07,6506095.9,3456683.68,78382001.4,0.37,0.37,219462121.65,192955814.8,4821180.99,30800000.0,11861133.57,73817857.81,14100726.41,548722114.23,0.0,0.0,0.0,72200492.59,140973843.78,50807418.06,0.0,15724374.12,4811745.87,15775949.36,361732639.74,910454753.97,500604.15,198571297.81,0.0,0.0,0.0,10194872.9,208766170.71,696900840.5,4787742.76,701688583.26,3955228.4,40320931.01,83705.75,280584.56,17822.93,-87577519.61,82067993.36999999,0.5427359015106524,0.170191824534359,0.1604877888934573,0.16853652312542625,0.11137234591579952,0.08583480209119217,2.7633505963940297,2.32059484473387,1.2603136727718807,0.22929878700691475,1.2946564673946583,177.40362414613364,-36281996.86,0.008122538584532017,0.019918429519378483,-9.173173630124621,88053524.77,88053524.77,137917501.48,137917501.48,43465367.17,43465367.17,960502775.16,960502775.16,704792250.69,704792250.69,255710524.47,255710524.47,2.7511027346659733,2.9433915298139377,10.330549948258911,0.5205301036592002,407750424.52,78148703.62,0.1942228113268723,0.0,-0.004403662819733814,-0.05210606620232094,0.16891726374435226,-0.16167060883916043,477818295.95000005,208265566.56000006,269552729.39,194781151.56000003,194781151.56000003,0.08353872538874717,0.11112658165490248,0.4131691244717739,2.097391029462417
2021-09-30,314766719.4,286110813.74,40956529.56,40242554.23,138703251.91,38853915.09,38853915.09,47074915.65,38075974.68,67241049.74,-5804479.53,0.0,0.0,1388639.14,39230840.02,0.18,0.18,212015845.96,180668199.06,14389952.53,9900000.0,15300590.53,81952178.27,11990489.59,526217255.94,0.0,0.0,0.0,69545966.57,142221000.79,41680996.44,0.0,10775422.35,2417441.77,15775949.36,337325282.95,863542538.89,500000.0,186909504.17,0.0,0.0,0.0,8546869.79,195456373.96,665710429.07,2375735.86,668086164.93,-57214350.52,14365897.2,0.0,43480678.18,0.0,-75449250.79,40242554.23,0.5593458794678405,0.13011709000897637,0.12343717647171312,0.12784882184085183,0.058157041905022834,0.04499363185969152,2.8153584713455184,2.312748032795769,1.187290325045005,0.22634249635372936,1.2580029361158236,inf,-71580247.72,-0.1817674709354931,-0.30610722966747467,1.2510890549212512,88053524.77,85543666.46,137917501.48,180487587.83,43465367.17,151159568.26,960502775.16,1264640309.2,704792250.69,1093927594.91,255710524.47,170712714.29,1.631748222909499,1.9760254077095938,7.393544622568761,0.3451303725575885,245751251.75,16186670.84,0.2808346535716068,1.4003648109026479,-0.3892775280205223,-0.3171635186638411,-0.7242582992278256,-0.041984267668482136,439759725.56999993,194956373.95999992,244803351.61,194781151.56000003,793934690.0300001,0.04260191870313915,0.05660212098600639,0.22289508645572595,1.4321101728113947
2021-06-30,193764436.75,182439325.69,19388869.51,19357780.63,87305452.12,19461075.38,19461075.38,30054436.2,23164055.35,44697036.75,-3323336.75,0.0,0.0,-103294.75,19851233.51,0.09,0.09,224493522.94,181939672.1,16618650.69,11600000.0,15854450.04,89266004.03,11739570.59,551511870.39,0.0,0.0,0.0,67536668.47,142988157.79,42182644.65,0.0,11600067.09,0.0,15775949.36,334883967.15,886395837.54,500000.0,219532570.96,0.0,0.0,0.0,9192047.84,228724618.8,655855318.98,1815899.76,657671218.74,-59333990.61,12159072.62,0.0,46950044.66,0.0,-66479032.13,19357780.63,0.5494247882409722,0.10006412856357141,0.10043677625481498,0.09990368178333943,0.02959088800827337,0.02195528741877896,2.5122097736034275,2.052115974408575,1.0754373344583,0.2580389134438805,1.301166390774253,inf,-71493063.23,-0.3062171346053264,-0.2702742028234661,1.2049259201175446,88053524.77,84526058.13,137917501.48,195182508.09,43465367.17,152005087.08,960502775.16,1253263907.49,704792250.69,1086248153.85,255710524.47,167015753.64,0.9847246122391005,1.211568492157249,4.524668643966195,0.20982682581231007,142733555.52,8435781.28,0.35752546795381607,1.3069677524877696,-0.3945479065635145,-0.292730100785199,-0.722491888526077,0.05607674136075327,451377488.3399999,228224618.79999995,223152869.53999996,194781151.56000003,789907813.1300001,0.021074329956369025,0.028567482089103983,0.12009847905445262,0.9272489291013595
2021-03-31,85998408.8,86149547.7,2197900.42,2219188.95,40436552.96,2336725.31,2336725.31,15127296.37,10327486.53,22101706.39,-2140636.4,0.0,0.0,-117536.36,2325831.96,0.012,0.012,284420867.77,155767620.41,13512018.62,9800000.0,10673004.89,100674764.52,11413769.2,586262045.41,0.0,0.0,0.0,66804518.19,143755314.79,42836757.77,0.0,12524462.48,0.0,15775949.36,329984793.14,916246838.55,500000.0,239753236.83,0.0,0.0,0.0,3092128.01,242845364.84,671615745.26,1785728.45,673401473.71,-36454554.49,5738008.58,0.0,54850369.52,0.0,-33217817.27,2219188.95,0.5297988239056813,0.02555745450025117,0.027171727275028375,0.025805000126932584,0.003470032961356882,0.0025503229170187026,2.4452727027234937,1.9777564547594348,1.2271820462579235,0.26504360465168236,1.3296343211095236,inf,-42192563.07,-0.4238980115873958,-0.15205031211256828,1.1574016926080941,88053524.77,86545503.16,137917501.48,180339849.58,43465367.17,154730418.58,960502775.16,1181670997.66,704792250.69,1021790689.26,255710524.47,159880308.4,0.4285160758053094,0.5856504289121651,1.9929615605592295,0.09164611855706893,41003787.74,2336725.31,1.0973284064707725,0.0,-0.34095947361030465,-0.22461764707402096,-0.723152317668861,0.16325818031098266,421266137.79999995,242345364.83999997,178920772.95999998,194781151.56000003,776856088.73,0.002490183339247594,0.003390996880380222,0.01892071391339677,0.46025135626721925
2020-12-31,407750424.52,467860212.99,-360184554.91,-360412051.18,234342674.07,-368935263.85,-368935263.85,70585981.46,57046757.75,108860487.54,-7143760.21,398053.11,7812776.35,8523212.67,-369258478.6,-1.69,-1.69,294705337.41,137917501.48,11153281.08,68360000.0,9116007.05,88053524.77,16704902.65,626010554.44,0.0,0.0,0.0,70783289.94,144522471.78,43465367.17,0.0,13997423.5,0.0,15775949.36,334492220.72,960502775.16,0.0,252491330.01,0.0,0.0,0.0,3219194.46,255710524.47,702780219.85,2012030.84,704792250.69,72814548.21,22696519.19,10522.72,-119836270.1,15032590.57,32276609.54,-360013998.07,0.42527914141140133,-0.8833456282332653,-0.9048065720208807,-0.8829273408943844,-0.523466686089139,-0.3841064007217918,2.4793348524688223,2.064435745177293,1.4379318980799092,0.2662257008340282,1.1063883680229083,-904.4370940098923,50128551.739999995,0.17857626585114314,0.2883843504928116,0.6884414306249254,66896119.71,66896119.71,193924274.46,193924274.46,13706028.78,13706028.78,1199240473.02,1199240473.02,1031492769.87,1031492769.87,167747703.15,167747703.15,3.0247591061784926,2.457499049750294,14.264140930776064,0.3775915723904759,485834939.98,46693036.94,-0.16072231335032117,-8.90129081396178,-0.3167259419774453,-0.1990740833310906,2.171259003441258,0.31627253048037807,450491676.03,255710524.46999994,194781151.56000003,734335886.7100002,734335886.7100002,-0.3416473362386007,-0.42497085384173644,-2.586565996077737,0.8777159555253108
2020-09-30,245751251.75,254601120.75,14130077.31,16209601.58,113166227.53,16186670.84,16186670.84,42582025.49,45252951.86,55948269.21,-5014264.66,0.0,0.0,22930.74,16266066.07,0.08,0.08,279521181.46,180487587.83,23597235.58,22360000.0,11180703.7,85543666.46,12597299.06,615287674.09,0.0,0.0,0.0,20471723.42,0.0,151159568.26,8077065.45,39223025.26,18348624.32,312071159.67,649352635.11,1264640309.2,0.0,170449161.19,0.0,0.0,0.0,263553.1,170712714.29,1092055045.91,1872549.0,1093927594.91,1568201.89,10064643.8,0.0,-61890345.92,15000000.0,33345259.42,16209601.58,0.5395090493979549,0.05749747848435934,0.06586607687543548,0.06595938561684254,0.014796839311226731,0.012799426621344642,3.6098017132753015,3.034023194713969,1.771092209268736,0.13498914517282096,1.190014295671719,inf,-8496441.91,0.006381256977666646,0.009200408374271331,-5.417951581476541,66896119.71,92539318.73,193924274.46,201699466.85,13706028.78,13284870.79,1199240473.02,1145698196.73,1031492769.87,1027369238.42,167747703.15,118328958.31,1.484733485571774,1.312732188808985,2.9812314535260547,0.19948307038506446,322244384.81,46118077.84,-0.23737615507280746,-0.6490167934544603,0.0647852339752364,0.1038162692491611,10.378324309618671,-0.07559653956834365,964647404.32,170712714.28999996,793934690.0300001,734335886.7100002,809218504.27,0.013139167249330563,0.015231500655801294,0.04556674866968422,0.32160699223068123
2020-06-30,142733555.52,151550188.04,6770126.99,8180232.07,66338953.28,8435781.28,8435781.28,25177810.76,30355725.77,31842199.53,-3377490.99,0.0,0.0,-255549.21,8523700.33,0.04,0.04,280619105.06,195182508.09,13726701.75,5875000.0,11916647.88,84526058.13,15419063.1,607265084.01,0.0,0.0,0.0,20721235.66,0.0,152005087.08,6199185.28,42085528.09,20250961.61,312071159.67,645998823.48,1253263907.49,5000000.0,166597857.84,0.0,0.0,0.0,417895.8,167015753.64,1084371221.69,1876932.16,1086248153.85,-29277145.51,8443157.02,0.0,-33646116.69,10000000.0,38283140.67,8180232.07,0.5352252451197119,0.047431922825262776,0.05910159842419092,0.057311205064556635,0.007765979854696165,0.006731049405942706,3.6450953924822684,3.045176987012812,1.7196746031101309,0.13326463216713408,1.183585672310219,inf,-37720302.53,-0.20511746802172,-0.17573542595078065,1.288387302550248,66896119.71,89934883.6,193924274.46,195522509.34,13706028.78,13921178.48,1199240473.02,1166722125.61,1031492769.87,1005992381.94,167747703.15,160729743.67,0.8762118498929126,0.7336472244693336,1.7226793118765498,0.1163982063838911,237242585.03,27239217.78,-0.3983645242191618,-0.6903075063266372,0.07977771338112032,0.0741751441756136,9.91898127003972,-0.06014157414220525,951923566.7700001,162015753.63999996,789907813.1300001,734335886.7100002,756200666.1199999,0.006879320050996828,0.007966773636485997,0.02314030368228092,0.18728442903845724
