报告期,营业总收入*,营业总成本*,营业利润*,利润总额*,营业成本,净利润*,持续经营净利润,销售费用,管理费用,研发费用,财务费用,其中：利息费用,减：利息收入,减：所得税,综合收益总额*,基本每股收益,稀释每股收益,货币资金,应收票据及应收账款,预付款项,交易性金融资产,其他应收款,存货,其他流动资产,流动资产总计*,长期应收款,债权投资,其他债权投资,长期股权投资,投资性房地产,固定资产,在建工程,无形资产,开发支出,商誉,非流动资产合计*,资产总计*,短期借款,流动负债合计*,长期借款,应付债券,长期应付款,非流动负债合计*,负债合计*,归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,经营活动产生的现金流量净额*,购建固定资产、无形资产和其他长期资产支付的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,投资活动产生的现金流量净额*,偿还债务支付的现金,筹资活动产生的现金流量净额*,息税前利润EBIT,毛利率,营业利润率,净利率,息税前利润率,净资产收益率,总资产报酬率,流动比率,速动比率,现金比率,资产负债率,权益乘数,利息保障倍数,自由现金流量,现金流量比率,债务保障倍数率,自由现金流与经营活动净现金流比率,存货_期初,存货_同期,应收票据及应收账款_期初,应收票据及应收账款_同期,固定资产_期初,固定资产_同期,资产总计*_期初,资产总计*_同期,所有者权益合计*_期初,所有者权益合计*_同期,负债合计*_期初,负债合计*_同期,存货周转率,应收账款周转率,固定资产周转率,总资产周转率,营业总收入*_同期,净利润*_同期,营业收入增长率,净利润增长率,净资产增长率,总资产增长率,固定资产增长率,存货增长率,经营性资产,经营性负债,经营性净资产,经营性净资产_期初,经营性净资产_同期,资产收益率ROA,权益收益率ROE,投资资本收益率ROIC,经营性资产周转率
2022-09-30,6270755434.35,5502884113.18,642269396.97,638716060.24,4274832394.77,599407698.33,599407698.33,594817352.61,623859920.06,6086369.95,-17652393.11,3860715.88,39844424.24,39308361.91,599407698.33,0.61,0.61,2438511854.59,2110795213.55,124700541.84,502189388.66,98338594.1,2065582313.39,598086223.67,7964117526.68,1113924.4,0.0,0.0,280355821.47,475419004.64,912267294.6,1562236159.81,3023942187.56,846786.77,18000315.13,7328241385.35,15292358912.03,0.0,6195936853.83,679617046.03,0.0,10593607.18,1318444986.23,7514381840.06,6928743477.57,849233594.4,7777977071.97,1376470333.72,181870561.61,1932810.71,-247038137.76,0.0,-816397777.29,642576776.12,0.31829068450775727,0.10242297019778047,0.09558779713311082,0.10247198807979134,0.0770647293999007,0.03919654919022764,1.2853774521212245,0.855471757486286,0.4746176910166885,0.49138147249138137,2.026958889900181,166.4397992737036,1196532582.82,0.21950630161399032,0.2001977373412821,0.8692759687644653,1217656739.02,1605001425.67,1600015505.22,2608140837.21,924525525.85,931567900.8,13175146293.91,13576692934.75,7310990926.57,7199409357.55,5864155367.34,6377283577.2,2.604033593979177,3.379722604891327,6.827939835711807,0.4405553201087358,6073679277.23,833651523.59,0.03244757388801087,-0.28098530216949974,0.080363219492896,0.12636847467388,-0.02071841052426259,0.28696603028108386,12098072231.330002,6834764794.030001,5263307437.300001,5299278677.08,5407000070.259999,0.04211171256446653,0.07944979383454168,0.19552129975106647,1.1873522954407798
2022-06-30,3364112882.72,3034643663.94,289651996.63,286261800.34,2350339731.37,282342477.29,282342477.29,335874018.04,344355488.16,4168149.25,-13537592.16,5744488.96,22737361.3,3919323.05,282342477.29,0.31,0.31,3244722352.56,909331239.63,98557916.76,563581866.69,102015645.49,1044650078.16,81045887.57,6074223668.6,945413.93,0.0,0.0,162742841.21,479575339.94,907441800.09,1504074492.91,2887344607.24,846786.77,18000315.13,7052669392.29,13126893060.89,0.0,4680867579.27,637453687.93,0.0,10626783.47,1250617879.18,5931485458.45,6994527697.32,200879905.12,7195407602.44,992150009.08,116753447.46,1896220.7,358892551.71,0.0,-56239282.68,292006289.29999995,0.3013493264620567,0.08610055807515189,0.0839277655456426,0.08680038378019674,0.03923926105232124,0.02150870552386882,1.2976704779047177,1.0571817337421332,0.8135893944352769,0.45185752873405727,1.8098073115306663,50.832422402287975,877292782.32,0.29492173528904086,0.1865532297191119,0.8842340112797008,1217656739.02,1186022942.73,1600015505.22,1397490523.28,924525525.85,924623367.58,13175146293.91,11977647707.2,7310990926.57,6763548889.32,5864155367.34,5214098817.88,2.077825795795227,2.6812658630173445,3.6726778202704473,0.25580623900222893,3224600360.32,278020922.79,0.04326505824311041,0.015543990202723835,0.06385090433839069,0.095949169802278,-0.018582233688262728,-0.11919909765369843,9239852527.18,5294031770.5199995,3945820756.660001,5299278677.08,4622290033.589998,0.021469246052091686,0.038926612518657824,0.15007876266002804,0.7277613197847642
2022-03-31,1860765750.21,1640489019.1,130574753.55,130371257.83,1302321309.31,128900793.66,128900793.66,164971310.89,169307586.85,2041289.74,-5161089.36,4595595.39,10958010.51,1470464.17,128900793.66,0.15,0.15,1916593053.07,1618845386.77,75403458.4,1274804718.26,91389348.68,1428194332.31,162617319.54,6603372246.39,870361.5,0.0,0.0,163408401.81,484023123.81,909806803.36,1427894900.32,2909117706.34,846786.77,18000315.13,7029174575.02,13632546821.41,0.0,4992239635.5,580434653.31,0.0,10626288.11,1200357656.94,6192597292.44,7240300807.4,199648721.57,7439949528.97,263395694.61,43846110.77,42415.6,-289769432.59,0.0,16844517.91,134966853.22,0.3001153911162519,0.07017259079240025,0.06927298271985749,0.07253296295074653,0.017325493023585773,0.009455371424623351,1.3227274186585871,1.0040705095355393,0.6392717506258819,0.45425094617789885,1.8483630738662542,29.368741537535577,219591999.44,0.14155231231028087,0.047265582188950446,0.8336962370062332,1217656739.02,1500138619.08,1600015505.22,2108735735.51,924525525.85,918008057.94,13175146293.91,12528659371.36,7310990926.57,6927527813.89,5864155367.34,5601131557.47,0.9844252561466789,1.1561641292672433,2.028820754646334,0.13882326556078142,1706075184.01,157207663.86,0.09067042745233046,-0.1800603704995481,0.07396891486347722,0.08810898415623307,-0.008933750100629365,-0.04795842587808435,11068522242.720001,5612162639.130001,5456359603.59,5299278677.08,4897617608.630001,0.009616701676306199,0.01747695939096396,0.03838382676047371,0.34600749888626553
2021-12-31,7598084560.79,6958559517.94,845749135.69,837766050.77,5425364598.27,823180630.73,823180630.73,769740042.56,746394632.07,7870905.2,-27601093.34,11448703.78,42388965.95,14585420.04,823180630.73,0.9,0.9,1915696038.89,1600015505.22,83376626.65,1142281654.05,92255305.63,1217656739.02,89879849.41,6173342983.15,870361.5,0.0,0.0,164164201.96,487107023.77,924525525.85,1380421059.07,2930221988.38,0.0,18000315.13,7001803310.76,13175146293.91,0.0,4663952691.21,555255015.13,0.0,12963544.5,1200202676.13,5864155367.34,7110094474.49,200896452.08,7310990926.57,1257472847.73,457006136.93,886055.28,-1371141335.73,0.0,-6510599.68,849214754.55,0.28595627557665587,0.11131083484573176,0.10834054611316553,0.11176695228326125,0.11259494629358004,0.06247980951152717,1.3236289885154064,1.043279534951207,0.6556622451817041,0.44509223932113845,1.8712953960379666,74.17562467058607,801352766.0799999,0.16549866452121403,0.24093175027360814,0.6372724210519601,1176843002.38,1176843002.38,1466341069.11,1466341069.11,913750861.8,913750861.8,11455993513.24,11455993513.24,6770320150.03,6770320150.03,4685673363.21,4685673363.21,4.531522392312254,4.9557736529387055,8.266531204813193,0.6169494891652887,6896898389.43,769486503.6,0.10166688441207407,0.06977916685841141,0.0798589674577803,0.15006579557531427,0.011791686881449322,0.03468069789892093,10608179029.29,5308900352.210001,5299278677.08,4414423154.31,4414423154.31,0.06684064458040587,0.11691817988424996,0.24578770465157102,1.564405556743909
2021-09-30,6073679277.23,5311561928.75,886195057.55,882355822.14,4109136444.6,833651523.59,833651523.59,587478682.81,610871813.16,0.0,-19244874.71,391803.9,35758615.47,48704298.55,833651523.59,0.88,0.88,1523687206.95,2608140837.21,114368427.38,559187147.25,101281102.48,1605001425.67,197801175.34,6757250997.4,1830937.09,0.0,0.0,144170586.42,491065748.19,931567900.8,1193187556.87,2943511122.35,0.0,18004947.26,6819441937.35,13576692934.75,0.0,5322966085.95,366514254.27,0.0,13266363.56,1054317491.25,6377283577.2,7000519354.22,198890003.33,7199409357.55,433651833.91,261899043.93,877138.46,-586151400.62,0.0,-431580045.09,882747626.04,0.32345185561493156,0.14590745034435926,0.1372564281942461,0.1453398485081997,0.11579443287465686,0.06140313606535514,1.2694521979457662,0.9307683566625184,0.3912995725630789,0.4697228999616784,1.9437302529563314,2253.034301189957,172629928.44000003,0.07139854017905503,0.07621993714336865,0.39808416554702636,1176843002.38,1604604268.65,1466341069.11,1869885982.61,913750861.8,933834608.03,11455993513.24,12378854391.78,6770320150.03,6518030382.32,4685673363.21,5860824009.46,2.9542532308180847,2.9813259289771343,6.582796859088306,0.48525988529830255,4799508401.61,520915707.74,0.26547945518598903,0.6003578145239825,0.10453755740050316,0.09676489480039499,-0.0024273112288929004,0.0002475108833744538,11417769393.189999,6010769322.929999,5407000070.259999,4414423154.31,4453198968.6500025,0.06660503860199457,0.11935113319662478,0.23131107425821482,1.236822635244072
2021-06-30,3224600360.32,2962505120.2,282317080.47,280285202.87,2289173078.74,278020922.79,278020922.79,340882423.28,332833851.5,2099392.7,-16746846.97,328784.54,23082783.25,2264280.08,278020922.79,0.31,0.31,1792935066.85,1397490523.28,115046639.33,624662138.88,84451505.07,1186022942.73,91980894.23,5330040373.62,1830937.09,0.0,0.0,144329123.7,495274700.06,924623367.58,1114945002.31,2964440121.63,0.0,18004947.25,6647607333.58,11977647707.2,0.0,4265226720.16,291280034.88,0.0,13604412.77,948872097.72,5214098817.88,6576046028.91,187502860.41,6763548889.32,370490491.76,159382016.16,822658.46,-559849443.65,0.0,8581989.29,280613987.41,0.2900909188905416,0.08755102925126004,0.08621872223645413,0.08702287293119099,0.041105775583142413,0.023211646358815192,1.2496499537590948,0.950016681999028,0.5668156382644319,0.4353190998217206,1.7700256552468103,853.488997414538,211931134.06,0.11489501034578857,0.08131020355674806,0.5720285372324396,1176843002.38,1229474660.1,1466341069.11,1286643046.02,913750861.8,943560664.77,11455993513.24,11249076782.69,6770320150.03,6195980287.42,4685673363.21,5053096495.27,1.9376241665148128,2.2519483121065242,3.5081000470807417,0.27521120853445014,2520248436.61,193667745.88,0.2794771791059724,0.4355561455352858,0.09160271265748887,0.06476717499440665,-0.02007003672054944,-0.03534169412362327,9545108816.59,4922818783.000002,4622290033.589998,4414423154.31,4222309453.619997,0.023728358744990612,0.0410852095556191,0.08871309139050668,0.7136666381395581
2021-03-31,1706075184.01,1520922875.34,157154868.23,157002056.95,1217615151.73,157207663.86,157207663.86,144455451.85,157716806.39,1012674.96,-6291607.78,307567.69,6463679.57,-205606.91,157207663.86,0.18,0.18,1740910965.17,2108735735.51,140700646.3,280669657.04,70113718.24,1500138619.08,149178612.14,6030689406.22,1830937.09,0.0,0.0,67229864.46,476059461.25,918008057.94,1055423278.01,2986764035.45,0.0,18000315.13,6497969965.14,12528659371.36,0.0,4680452873.11,254290085.62,0.0,13635951.79,920678684.36,5601131557.47,6737799826.11,189727987.78,6927527813.89,-253683768.07,104486626.79,47598.13,-76314439.1,0.0,103705435.88,157309624.64,0.28630627586523577,0.09211485502099587,0.09214580068534574,0.09220556404217525,0.022693184074236653,0.012547844043024288,1.2884841637584559,0.936100051380013,0.4319198754941697,0.44706551526765553,1.8292887181052628,511.4634266037502,-358122796.73,-0.14869436613791873,-0.05140769644773713,1.4116898351619476,1176843002.38,1277145517.22,1466341069.11,1836402505.37,913750861.8,945511774.52,11455993513.24,11178377915.77,6770320150.03,6345903595.35,4685673363.21,4832474320.42,0.9096925746288272,0.9544271506588464,1.8627726232141513,0.14226390452416612,1440199094.91,112713980.96,0.18461064865244542,0.39474857086087634,0.09165349107512265,0.12079404237041208,-0.029088708698485014,0.17460273622178582,10244459080.480001,5346841471.85,4897617608.630001,4414423154.31,4914647825.009999,0.013109021391002867,0.02295362954444866,0.04477069162658458,0.36642347847097634
2020-12-31,6896898389.43,6204476374.25,781342412.19,776457304.71,4844557019.49,769486503.6,769486503.6,689616844.94,655101396.13,0.0,-16250638.79,14815018.91,33829242.78,6970801.11,769486503.6,0.85,0.85,1960968248.6,1466341069.11,113931562.19,311360448.38,84678392.86,1176843002.38,64546802.96,5210492917.38,1830937.09,0.0,0.0,67568651.91,478210673.64,913750861.8,954928121.46,3007575362.46,0.0,17973903.83,6245500595.86,11455993513.24,0.0,4061599478.74,150850578.43,0.0,14189594.62,624073884.47,4685673363.21,6579398950.42,190921199.61,6770320150.03,780697124.11,333702039.15,317327.52,-432866368.26,295000000.0,-279237234.31,791272323.62,0.29757454062036975,0.11328895513198575,0.11156993479551536,0.11472871991744615,0.11365585179846929,0.06716890182511746,1.2828672410102862,0.9772266154789112,0.5594664636122437,0.40901501539736745,1.7614044643383688,53.41014604347879,447312412.48,0.1131953930634204,0.18533089140871298,0.572965364756453,1300804993.03,1300804993.03,987809350.8,987809350.8,954125432.5,954125432.5,10745175366.03,10745175366.03,6237474192.7,6237474192.7,4507701173.33,4507701173.33,3.9106096010933347,5.620599563479836,7.384748562285987,0.6213094839227022,6525318524.76,741824641.45,0.05694432589919688,0.03728895025100676,0.08542655903147685,0.06615230770985767,-0.04231578922931608,-0.09529636749106557,8949245939.09,4534822784.78,4414423154.31,3991648727.339999,3991648727.339999,0.06931945860909118,0.11831160353946751,0.25423243964651,1.6409325274711382
2020-09-30,4799508401.61,4267237503.95,526526127.82,521298970.76,3281655035.01,520915707.74,520915707.74,525026937.22,452951634.64,0.0,-7911724.64,10714342.39,20927335.78,383263.02,520915707.74,0.58,0.58,1811443910.99,1869885982.61,104643567.05,485931779.42,87451928.17,1604604268.65,165504416.9,6157317801.42,13720083.59,0.0,0.0,65127709.21,497125576.23,933834608.03,893443857.11,3023863101.59,0.0,17973903.43,6221536590.36,12378854391.78,0.0,5066654500.96,308865782.76,0.0,15664546.13,794169508.5,5860824009.46,6339904162.05,178126220.27,6518030382.32,176401109.05,245109889.09,234358.52,-535310988.58,105000000.0,286878087.1,532013313.15,0.31625184072827833,0.10970417879534836,0.10853522155837009,0.11084745949638,0.07991918987566725,0.04208109177581946,1.215263010385521,0.8658986151589255,0.45343050132483015,0.47345447518566786,1.9409431150253953,49.65431323592413,-68474421.51999998,0.03675399526143679,0.03281563453201703,-0.3881745522393017,1300804993.03,1332234864.06,987809350.8,1903554401.73,954125432.5,654584138.64,10745175366.03,10911568857.2,6237474192.7,5938733919.63,4507701173.33,4972834937.57,2.2589967467181835,3.359006361173494,5.084332611470582,0.4151100350481944,4734237998.77,609975300.73,0.013786886687352234,-0.14600524461140668,0.09754544832783002,0.13447062963927606,0.4266074487692081,0.20444548625604309,10005157195.350002,5551958226.7,4453198968.6500025,3991648727.339999,4472322505.570001,0.04505405962505855,0.08167700535502857,0.16434490384924216,1.1366713940593682
2020-06-30,2520248436.61,2326897042.25,194709443.36,193653531.78,1750723182.61,193667745.88,193667745.88,314439220.45,260266134.75,0.0,-8729501.73,5402971.3,15612291.12,-14214.1,193667745.88,0.22,0.22,1621340380.44,1286643046.02,81857445.98,631747037.18,78385252.3,1229474660.1,91834987.51,5058809074.03,18572282.03,0.0,0.0,64723316.79,501042974.78,943560664.77,815392958.38,3041568062.77,0.0,22676150.87,6190267708.66,11249076782.69,0.0,4352878443.59,213435838.21,0.0,16109688.39,700218051.68,5053096495.27,6017750987.9,178229299.52,6195980287.42,-139648903.16,154046919.57,249248.17,-615682502.57,105000000.0,467887032.82,199056503.08,0.30533706233941477,0.07725803556966183,0.07684470430244708,0.07898288922172768,0.03125699839187885,0.017216323581150637,1.162175590149903,0.8586271072935195,0.5176086230797167,0.44920099603601865,1.8094853366256796,36.84204339193881,-293446574.56,-0.05541076868907515,-0.03058241166548695,2.1013167158483825,1300804993.03,1055149954.03,987809350.8,905530801.52,954125432.5,663906876.58,10745175366.03,9848358364.82,6237474192.7,5721294370.88,4507701173.33,4127063993.94,1.3838179352581244,2.216136455644143,2.6561278393045242,0.22917336943931244,2603492673.19,391959539.05,-0.031974062165499646,-0.5058986283395569,0.08296827357040674,0.1422286198351193,0.42122441874768257,0.16521320538771833,9061970110.679998,4839660657.060001,4222309453.619997,3991648727.339999,3702624683.2200003,0.017610759808559424,0.031152685070694987,0.0648455533575278,0.6136501747603125
